	EnsID	HS135logFC	HS135PValue
165	ENSMUSG00000058351	0.228399721694602	0.522941732601942
166	ENSMUSG00000090946	-0.448000730796322	0.246476765078481
167	ENSMUSG00000021458	-0.29722784431673	0.43471605009353
168	ENSMUSG00000063018	-1.28156670575563	0.084148836531954
169	ENSMUSG00000048351	0.216836915082794	0.523234471218768
170	ENSMUSG00000034263	0.0897992344770324	0.779545945332669
171	ENSMUSG00000030587	1.50562125025375	0.00122928640373316
172	ENSMUSG00000027281	0.360745160995817	0.506058103238933
173	ENSMUSG00000028619	0.618438688314232	0.0955421477479238
174	ENSMUSG00000021550	0.080501000846084	0.790893350117074
175	ENSMUSG00000029559	0.657633746061983	0.056324439786925
176	ENSMUSG00000035401	0.104386171301672	0.784658328269101
177	ENSMUSG00000031877	-1.03077967267052	0.0124346217582395
178	ENSMUSG00000071252	-2.39770161855885	0.000109899015425069
179	ENSMUSG00000030431	-1.31294766804597	0.000838002310399338
180	ENSMUSG00000032403	-0.106746541189187	0.799415651709779
181	ENSMUSG00000033096	-0.80767195258551	0.0239441753416464
182	ENSMUSG00000084957	-1.03086929959092	0.0444847411453191
183	ENSMUSG00000027573	-0.521444386810367	0.1209851799096
184	ENSMUSG00000027245	0.247524763707155	0.490108516355781
185	ENSMUSG00000027384	-0.344120915697551	0.358492385964032
186	ENSMUSG00000020910	-1.42659753709475	0.00111839928773822
187	ENSMUSG00000020778	0.45561778887922	0.195968257503803
188	ENSMUSG00000030946	-0.398772085257099	0.300438249503699
189	ENSMUSG00000041974	-0.456911309010075	0.173601292125546
190	ENSMUSG00000030980	-0.294148544742323	0.341470768670579
191	ENSMUSG00000079283	0.619967902441083	0.134182326935397
192	ENSMUSG00000020133	-0.530150435578305	0.116309396740783
193	ENSMUSG00000034595	0.943006158699177	0.00287373234481905
194	ENSMUSG00000033967	0.25849453261713	0.555623479109699
195	ENSMUSG00000043421	-0.719283273456534	0.0370285519302657
196	ENSMUSG00000038803	-0.746684375179761	0.0172664324747503
197	ENSMUSG00000023020	0.111337452374709	0.763277500499369
198	ENSMUSG00000021819	0.406530094498556	0.253395066805939
199	ENSMUSG00000049643	1.00101215391859	0.00213800254478061
200	ENSMUSG00000031983	0.127287862991813	0.676518023011956
201	ENSMUSG00000050608	-0.434726442516661	0.214846547713925
202	ENSMUSG00000050323	-1.32903497637118	0.0292159582856335
203	ENSMUSG00000020441	0.136844262447243	0.697478848036966
204	ENSMUSG00000026319	-0.70430871532979	0.052596537175556
205	ENSMUSG00000041203	-0.00663212366156185	0.984692051862798
206	ENSMUSG00000022992	-0.202769249410654	0.478961862571331
207	ENSMUSG00000062619	0.828712185032063	0.0356503675552866
208	ENSMUSG00000034157	-0.165333011333129	0.613520237453722
209	ENSMUSG00000008140	0.189617424482577	0.528614329177754
210	ENSMUSG00000051238	-0.707323462854802	0.057987075583852
211	ENSMUSG00000045176	0.478298032040641	0.20052382096752
212	ENSMUSG00000040177	-0.114574583196537	0.760159678431495
213	ENSMUSG00000014633	-0.70738500958732	0.0329940055038612
214	ENSMUSG00000049482	0.226333575413525	0.559019692592647
215	ENSMUSG00000050705	0.27719327736747	0.3772944164564
216	ENSMUSG00000102101	0.128408851400058	0.747836029288807
217	ENSMUSG00000031774	-0.219774273567395	0.475709947963288
218	ENSMUSG00000020747	0.470803851029661	0.165031521657626
219	ENSMUSG00000029097	0.980643905510748	0.00475111490233218
220	ENSMUSG00000031851	-0.030303819004644	0.935584576298216
221	ENSMUSG00000030842	0.272667287799343	0.392531592950098
222	ENSMUSG00000031729	0.328023262205305	0.300961019076619
223	ENSMUSG00000027502	0.700623604892504	0.0431794334845994
224	ENSMUSG00000025377	0.804583078410926	0.0410520456092654
225	ENSMUSG00000021711	-0.654231627713337	0.0711231277849014
226	ENSMUSG00000029815	-1.29716416369464	0.000700699753159498
227	ENSMUSG00000036873	1.4007457670268	0.000967063388520114
228	ENSMUSG00000046791	0.238423719994696	0.489509782889202
229	ENSMUSG00000019813	-0.22359143151837	0.665993100603408
230	ENSMUSG00000031458	-0.147495358569809	0.654894322049914
231	ENSMUSG00000043323	0.548012511197157	0.133913299024694
232	ENSMUSG00000027132	-0.509699277311159	0.271018207895368
233	ENSMUSG00000039801	0.7113934337962	0.0144403877794185
234	ENSMUSG00000024082	-0.634262750932605	0.12022758910864
235	ENSMUSG00000024726	-2.03119800655611	5.06525460652204e-06
236	ENSMUSG00000033186	-1.38350070695792	0.000169545064296721
237	ENSMUSG00000032840	0.622455331902945	0.0539453206083708
238	ENSMUSG00000001017	-0.0480775331902141	0.872615060397875
239	ENSMUSG00000071632	-0.643534718013329	0.0878278853922863
240	ENSMUSG00000036955	0.209254211271417	0.51589143623778
241	ENSMUSG00000028797	0.602337803001837	0.105251024469735
242	ENSMUSG00000043391	0.375801638890531	0.349298069560021
243	ENSMUSG00000034889	1.05201380807624	0.00168778553911213
244	ENSMUSG00000044496	0.286736145031395	0.436101318779352
245	ENSMUSG00000003039	0.349907296574399	0.251892838005828
246	ENSMUSG00000068011	0.768845009909003	0.148217310614568
247	ENSMUSG00000052419	-0.0289461779487504	0.934012414452264
248	ENSMUSG00000078521	-0.330879036094699	0.389427881863791
249	ENSMUSG00000054836	-0.273062630384698	0.439132978058357
250	ENSMUSG00000073684	0.697874510608608	0.0444971713834812
251	ENSMUSG00000031242	-1.11050813023634	0.00349137845854545
252	ENSMUSG00000060301	0.0310186827480166	0.948243012913819
253	ENSMUSG00000091811	-1.19736459947012	0.00226775134714536
254	ENSMUSG00000030924	-0.0820937472143434	0.849069591849427
255	ENSMUSG00000021176	-0.809700835053944	0.073478928429669
256	ENSMUSG00000036285	-0.0281510226203942	0.927467326433994
257	ENSMUSG00000019297	-0.333741665192956	0.317521235912231
258	ENSMUSG00000021958	-0.86387622083533	0.0238298025648957
259	ENSMUSG00000031226	-0.297092303977853	0.426158285748163
260	ENSMUSG00000028251	0.00687197507229571	0.99092268526253
261	ENSMUSG00000073131	-0.903682732172011	0.0107503361854628
262	ENSMUSG00000039043	0.227535649481844	0.471546843344047
263	ENSMUSG00000027650	-0.143848067550845	0.691306540387812
264	ENSMUSG00000075266	-0.189069183101588	0.618275262252069
265	ENSMUSG00000022978	0.203201158569143	0.590198286238658
267	ENSMUSG00000032407	-1.22186873649291	0.00765636428580062
268	ENSMUSG00000024426	1.37299579613696	0.00026456646359604
269	ENSMUSG00000037679	0.202667541831519	0.541601996947638
270	ENSMUSG00000030725	-1.95881992886391	8.24867144202353e-06
271	ENSMUSG00000059482	-0.391999184626177	0.287940326243667
272	ENSMUSG00000044033	-0.637935018648676	0.189191506288469
273	ENSMUSG00000033712	-0.156758747712967	0.624453396774663
274	ENSMUSG00000066000	0.440052997602143	0.486859787141918
275	ENSMUSG00000010277	-0.125623488490517	0.693423561490829
276	ENSMUSG00000022748	0.207124593152065	0.614159570342006
277	ENSMUSG00000027122	0.856361581576807	0.0108582508234754
278	ENSMUSG00000038005	-0.592707043527153	0.203822278138191
279	ENSMUSG00000034601	-0.709254808026158	0.0993827812804683
280	ENSMUSG00000039990	0.652626594196002	0.0746507078957892
281	ENSMUSG00000021807	-0.231906731028825	0.468065890256944
282	ENSMUSG00000024273	-0.12862404080163	0.736752952409252
283	ENSMUSG00000033417	0.3807062692212	0.239114476678233
284	ENSMUSG00000025147	0.342486674625588	0.32105071161675
285	ENSMUSG00000053080	0.541615930650066	0.0974576420845345
286	ENSMUSG00000072704	0.732761992219602	0.0151445653582406
287	ENSMUSG00000076437	-0.173166945107325	0.611822820992421
288	ENSMUSG00000062198	-0.751545981804201	0.181941720197514
289	ENSMUSG00000121491	-1.64911036657896	0.00346043069021432
290	ENSMUSG00000037787	0.687482010515158	0.0726270620906397
291	ENSMUSG00000031984	0.335571750199161	0.318741131337385
292	ENSMUSG00000047635	0.311061138924766	0.388678588483019
293	ENSMUSG00000086859	0.821895703133545	0.0336667134155777
294	ENSMUSG00000071180	0.531104763320661	0.410966679213322
295	ENSMUSG00000012429	-0.107522341344903	0.785958687910008
296	ENSMUSG00000078861	-1.54943284008598	0.00254469050752193
297	ENSMUSG00000020491	0.133106863085473	0.725432290445209
298	ENSMUSG00000049881	-0.800896391175945	0.0163338292635996
299	ENSMUSG00000049504	0.940589693347265	0.00723862122657827
300	ENSMUSG00000019718	-0.339206821780468	0.326183821975306
301	ENSMUSG00000028060	0.324846984782168	0.296209216424641
302	ENSMUSG00000075700	-0.29886803282267	0.325307520608931
303	ENSMUSG00000039725	0.314744844636119	0.384674853087608
304	ENSMUSG00000059423	-0.670933207814852	0.134314259849851
305	ENSMUSG00000040204	-0.241763134243697	0.587018740789911
306	ENSMUSG00000055553	0.409992245609864	0.233591913882095
307	ENSMUSG00000041396	-1.08465035356939	0.0769071892057738
308	ENSMUSG00000058833	0.50020687691332	0.154658479381177
309	ENSMUSG00000036114	0.151017940626338	0.694581100822487
310	ENSMUSG00000036223	-0.0541162734746619	0.895201981563144
311	ENSMUSG00000021276	-0.817663612913216	0.0235703702074861
312	ENSMUSG00000118332	0.823370805343042	0.0108497732626956
313	ENSMUSG00000032712	0.751297113785221	0.0568066594601787
314	ENSMUSG00000057265	0.0277188415350441	0.971230493133305
315	ENSMUSG00000044627	-0.202525521478466	0.495084031918854
316	ENSMUSG00000024208	0.367342565096769	0.327709551287777
317	ENSMUSG00000048040	-0.2424286845319	0.543603761525016
318	ENSMUSG00000055943	0.895215851781215	0.0124742605131795
319	ENSMUSG00000024048	0.353374584406348	0.300638467641774
320	ENSMUSG00000030680	1.01807740367955	0.00614589301342791
321	ENSMUSG00000102869	-0.216880357399877	0.484750296073456
322	ENSMUSG00000020381	0.0826170873393892	0.832299376185425
323	ENSMUSG00000028398	-0.0310994170838489	0.929467763896835
324	ENSMUSG00000024410	-0.361625326284383	0.406257749874651
325	ENSMUSG00000078453	-0.573448413869474	0.187061035226884
326	ENSMUSG00000026388	0.706996179018583	0.103184532326144
327	ENSMUSG00000104861	-1.73171019799241	0.0158795360840927
328	ENSMUSG00000025102	0.162008466396472	0.684319045866916
329	ENSMUSG00000028300	-0.798495372641939	0.0878634067759993
330	ENSMUSG00000071267	0.765566417160732	0.0363517877900044
331	ENSMUSG00000046806	0.733228287896733	0.0682436106525351
332	ENSMUSG00000053553	-0.47600078914325	0.134756030120131
333	ENSMUSG00000030649	-0.360952913076056	0.255032078366129
334	ENSMUSG00000035399	-0.223197652217176	0.599203947939242
335	ENSMUSG00000020863	0.186636473328698	0.712545672504208
336	ENSMUSG00000063364	-0.734220498554907	0.171574179841371
337	ENSMUSG00000033111	-0.803636429894492	0.201821815775068
338	ENSMUSG00000022536	-0.216143950079034	0.449735897059718
339	ENSMUSG00000010453	0.02255014695767	0.939317069087222
340	ENSMUSG00000034105	0.736254093076564	0.0447375306868908
341	ENSMUSG00000048106	0.0929278851331331	0.774220570030097
342	ENSMUSG00000030641	-0.371428252125284	0.417929531621169
343	ENSMUSG00000034210	0.167489602539177	0.591038839232404
344	ENSMUSG00000043183	-0.928923873992754	0.0700190490669666
345	ENSMUSG00000054150	0.28512821519461	0.392003112464808
346	ENSMUSG00000062822	-0.332695499011361	0.336533740639819
347	ENSMUSG00000032057	0.469720581913425	0.343421544633021
348	ENSMUSG00000025871	0.241521987844834	0.41193752470665
349	ENSMUSG00000039958	-1.54933789698662	0.0156985539276757
350	ENSMUSG00000060657	0.465071768416937	0.173287533949582
351	ENSMUSG00000036934	0.395878829469033	0.258870031898364
352	ENSMUSG00000020434	-0.29540020347915	0.625671069536299
353	ENSMUSG00000056919	1.17113801196598	0.000960735095048938
354	ENSMUSG00000033624	-0.613980313791424	0.274304691863425
355	ENSMUSG00000027309	-0.465670230722594	0.204489715226411
356	ENSMUSG00000079659	-0.628066913004108	0.145881299844857
357	ENSMUSG00000051278	-0.612168410745069	0.218586385655856
358	ENSMUSG00000032425	0.489978426563958	0.201536145596769
359	ENSMUSG00000037466	-0.429946166720207	0.203565617428544
360	ENSMUSG00000046567	0.246910869688447	0.550764204684921
361	ENSMUSG00000053347	0.677616546818643	0.139007295182007
362	ENSMUSG00000037251	-0.60570038173216	0.118581216560023
363	ENSMUSG00000022759	-0.620973485933433	0.230873311541731
364	ENSMUSG00000021747	0.051882230421002	0.882682746471036
365	ENSMUSG00000059920	-0.650703396144371	0.0776900243690333
366	ENSMUSG00000002846	0.704729490818268	0.0501106373507912
367	ENSMUSG00000026578	0.419726224436574	0.322006656226551
368	ENSMUSG00000029175	0.225920534634772	0.489758564298402
369	ENSMUSG00000052407	0.876209175424601	0.0222783754005993
370	ENSMUSG00000050345	0.485753037880618	0.241801860433328
371	ENSMUSG00000078716	-0.103274609776596	0.79666726823427
372	ENSMUSG00000044906	0.649078203220031	0.0863836125055566
373	ENSMUSG00000086607	0.113899842226544	0.846470778092582
374	ENSMUSG00000090394	-0.327232507903449	0.392538978454146
375	ENSMUSG00000061533	-0.0289801527679746	0.938453878560865
376	ENSMUSG00000048905	1.79603328350819	0.000324007608358041
377	ENSMUSG00000080316	1.32336337320358	0.00180694276056503
378	ENSMUSG00000035365	-1.67687881492316	0.0001962197618506
379	ENSMUSG00000056665	1.29859763794402	0.0038848513757382
380	ENSMUSG00000070883	0.464056791104586	0.402436417809305
381	ENSMUSG00000043153	0.0713145217138716	0.891301872494539
382	ENSMUSG00000027811	-0.261265501661987	0.452539390005295
383	ENSMUSG00000037161	0.985979356791591	0.059919861102696
384	ENSMUSG00000031938	-0.573299193272039	0.144388816852563
386	ENSMUSG00000066571	1.30350318507737	0.000194144993053992
387	ENSMUSG00000039903	-0.425955254659024	0.252641356878071
388	ENSMUSG00000022179	0.687661566291371	0.08202152349386
389	ENSMUSG00000014837	-0.383713691177928	0.335413394077573
390	ENSMUSG00000040367	1.39421198909965	0.0451036027663014
391	ENSMUSG00000097164	-0.341940452282086	0.395154123947102
392	ENSMUSG00000031951	0.0746311852486158	0.81532398501059
393	ENSMUSG00000037270	-0.651742479728942	0.154742673401117
394	ENSMUSG00000038344	-0.788136872767328	0.0460150444705556
395	ENSMUSG00000038121	-0.511599011916705	0.169004794235918
396	ENSMUSG00000097908	0.0508517922441791	0.884066599189057
397	ENSMUSG00000034390	0.366954096289451	0.222852361961129
398	ENSMUSG00000037355	0.350421554058947	0.321318381558321
399	ENSMUSG00000020311	0.193213147560263	0.631399569041144
400	ENSMUSG00000049357	1.14294383167867	0.020161054104174
401	ENSMUSG00000031631	-0.400514871369453	0.562002367662445
402	ENSMUSG00000056260	-0.349985709368087	0.372550895453839
403	ENSMUSG00000040250	0.389333833951067	0.200892201276218
404	ENSMUSG00000021133	1.05607305052177	0.000776604461270292
405	ENSMUSG00000107877	0.110131610295813	0.747815291929638
406	ENSMUSG00000047988	0.791824961299275	0.0158598398587556
407	ENSMUSG00000044715	-0.993841514433105	0.0123012806630446
408	ENSMUSG00000027942	-0.049560578956681	0.888787667046787
409	ENSMUSG00000018415	-0.0653569028250989	0.838875945793848
410	ENSMUSG00000034959	-1.69279865566052	0.00123573303552361
411	ENSMUSG00000036046	0.467232132232682	0.152339795836118
412	ENSMUSG00000016495	-0.995592936552695	0.00874215741078109
413	ENSMUSG00000024352	0.0190208388576737	0.96604000320839
414	ENSMUSG00000022639	1.88788147484822	9.7885965561995e-06
415	ENSMUSG00000041035	0.0479404562143519	0.894411915560572
416	ENSMUSG00000085741	0.870296890211064	0.0525719833167867
417	ENSMUSG00000052688	-0.544062160760477	0.0776563281574431
418	ENSMUSG00000031820	0.570653657892799	0.100837522355784
419	ENSMUSG00000004071	0.243613981872979	0.439640337822553
420	ENSMUSG00000062116	-0.223902687943817	0.581728992752416
422	ENSMUSG00000073755	-0.110750740852712	0.725917389149008
423	ENSMUSG00000030279	-0.647878907491893	0.0637294397922398
424	ENSMUSG00000060739	-0.75824833117205	0.0638143348506723
425	ENSMUSG00000004945	-0.342272102643007	0.285413690020645
426	ENSMUSG00000054237	-1.05184745148597	0.00650189191234034
427	ENSMUSG00000057181	-0.303274739924352	0.410287485485388
428	ENSMUSG00000021792	0.436721731618597	0.23331137339551
429	ENSMUSG00000027854	-1.15203101139976	0.00662633199137984
430	ENSMUSG00000024269	-0.568715793578544	0.269636227736895
431	ENSMUSG00000027341	0.296578861504632	0.39182759091751
432	ENSMUSG00000073197	0.34478390868994	0.34309475606321
433	ENSMUSG00000050549	-1.20582263776553	0.0496200462265681
434	ENSMUSG00000039693	0.0791811358983005	0.829281295865048
435	ENSMUSG00000041605	1.25764878775861	0.0026259315759199
436	ENSMUSG00000062470	0.415348019580536	0.379424678759249
437	ENSMUSG00000046591	-0.80966850249596	0.00973432363341006
438	ENSMUSG00000060510	-0.568196730595157	0.153676470252906
439	ENSMUSG00000028331	0.745792461986098	0.0643300836868469
440	ENSMUSG00000058503	-0.268526298556502	0.558176568273861
441	ENSMUSG00000078684	0.202778282874691	0.4804758056731
442	ENSMUSG00000046111	-0.421451672546792	0.302686148874129
443	ENSMUSG00000028578	-0.873535517664364	0.0651370727290325
444	ENSMUSG00000048668	0.124681077179267	0.70920932676018
445	ENSMUSG00000066607	1.58025880106854	8.24461501960368e-06
446	ENSMUSG00000046101	0.13841204745334	0.852086337568534
447	ENSMUSG00000049411	-1.35805250863926	0.00108732814238181
448	ENSMUSG00000022195	0.115866208656314	0.727751094109916
449	ENSMUSG00000028246	-0.107362218645815	0.768584510077315
450	ENSMUSG00000042106	-0.570330449160002	0.145943089587689
451	ENSMUSG00000029659	0.499303720245719	0.0833780707965359
452	ENSMUSG00000038916	0.362264760907901	0.335694734409091
453	ENSMUSG00000070814	1.70570779471354	3.47952828681545e-05
454	ENSMUSG00000021930	-1.12240088068961	0.00235206857680755
