gene_id	log2FC	pvalue
ENSG00000163909	0.1	1
ENSG00000163914	0.1	1
ENSG00000163918	0.1	1
ENSG00000163923	0.1	1
ENSG00000163930	0.1	1
ENSG00000163931	0.1	1
ENSG00000163932	0.1	1
ENSG00000163933	0.1	1
ENSG00000163935	0.1	1
ENSG00000163938	0.1	1
ENSG00000163939	0.1	1
ENSG00000163945	0.1	1
ENSG00000163946	0.1	1
ENSG00000163956	0.1	1
ENSG00000163958	0.1	1
ENSG00000163959	0.1	1
ENSG00000163960	0.1	1
ENSG00000163961	0.1	1
ENSG00000163964	0.1	1
ENSG00000163975	0.1	1
ENSG00000163982	0.1	1
ENSG00000163993	0.1	1
ENSG00000163995	0.1	1
ENSG00000164002	0.1	1
ENSG00000164007	0.1	1
ENSG00000164008	0.1	1
ENSG00000164010	0.1	1
ENSG00000164011	0.1	1
ENSG00000164022	0.1	1
ENSG00000164023	0.1	1
ENSG00000164024	0.1	1
ENSG00000164031	0.1	1
ENSG00000164032	0.1	1
ENSG00000164035	0.1	1
ENSG00000164037	0.1	1
ENSG00000164038	0.1	1
ENSG00000164040	0.1	1
ENSG00000164045	0.1	1
ENSG00000164047	0.1	1
ENSG00000164048	0.1	1
ENSG00000164049	0.1	1
ENSG00000164050	0.1	1
ENSG00000164051	0.1	1
ENSG00000164053	0.1	1
ENSG00000164054	0.1	1
ENSG00000164056	0.1	1
ENSG00000164062	0.1	1
ENSG00000164066	0.1	1
ENSG00000164068	0.1	1
ENSG00000164074	0.1	1
ENSG00000164076	0.1	1
ENSG00000164077	0.1	1
ENSG00000164078	0.1	1
ENSG00000164080	0.1	1
ENSG00000164082	0.1	1
ENSG00000164086	0.1	1
ENSG00000164088	0.1	1
ENSG00000164089	0.1	1
ENSG00000164091	0.1	1
ENSG00000164096	0.1	1
ENSG00000164099	0.1	1
ENSG00000164100	0.1	1
ENSG00000164104	0.1	1
ENSG00000164105	0.1	1
ENSG00000164106	0.1	1
ENSG00000164107	0.1	1
ENSG00000164109	0.1	1
ENSG00000164111	0.1	1
ENSG00000164112	0.1	1
ENSG00000164113	0.1	1
ENSG00000164114	0.1	1
ENSG00000164116	0.1	1
ENSG00000164117	0.1	1
ENSG00000164118	0.1	1
ENSG00000164120	0.1	1
ENSG00000164122	0.1	1
ENSG00000164123	0.1	1
ENSG00000164128	0.1	1
ENSG00000164129	0.1	1
ENSG00000164134	0.1	1
ENSG00000164142	0.1	1
ENSG00000164144	0.1	1
ENSG00000164151	0.1	1
ENSG00000164161	0.1	1
ENSG00000164162	0.1	1
ENSG00000164163	0.1	1
ENSG00000164164	0.1	1
ENSG00000164167	0.1	1
ENSG00000164169	0.1	1
ENSG00000164171	0.1	1
ENSG00000164172	0.1	1
ENSG00000164175	0.1	1
ENSG00000164180	0.1	1
ENSG00000164181	0.1	1
ENSG00000164182	0.1	1
ENSG00000164185	0.1	1
ENSG00000164187	0.1	1
ENSG00000164188	0.1	1
ENSG00000164190	0.1	1
ENSG00000164197	0.1	1
ENSG00000164199	0.1	1
ENSG00000164209	0.1	1
ENSG00000164211	0.1	1
ENSG00000164219	0.1	1
ENSG00000164237	0.1	1
ENSG00000164244	0.1	1
ENSG00000164251	0.1	1
ENSG00000164252	0.1	1
ENSG00000164256	0.1	1
ENSG00000164258	0.1	1
ENSG00000164265	0.1	1
ENSG00000164266	0.1	1
ENSG00000164270	0.1	1
ENSG00000164283	0.1	1
ENSG00000164284	0.1	1
ENSG00000164287	0.1	1
ENSG00000164291	0.1	1
ENSG00000164292	0.1	1
ENSG00000164294	0.1	1
ENSG00000164299	0.1	1
ENSG00000164300	0.1	1
ENSG00000164303	0.1	1
ENSG00000164304	0.1	1
ENSG00000164305	0.1	1
ENSG00000164306	0.1	1
ENSG00000164307	0.1	1
ENSG00000164318	0.1	1
ENSG00000164325	0.1	1
ENSG00000164326	0.1	1
ENSG00000164329	0.1	1
ENSG00000164331	0.1	1
ENSG00000164334	0.1	1
ENSG00000164338	0.1	1
ENSG00000164342	0.1	1
ENSG00000164344	0.1	1
ENSG00000164346	0.1	1
ENSG00000164362	0.1	1
ENSG00000164363	0.1	1
ENSG00000164366	0.1	1
ENSG00000164379	0.1	1
ENSG00000164398	0.1	1
ENSG00000164399	0.1	1
ENSG00000164400	0.1	1
ENSG00000164402	0.1	1
ENSG00000164404	0.1	1
ENSG00000164405	0.1	1
ENSG00000164411	0.1	1
ENSG00000164414	0.1	1
ENSG00000164418	0.1	1
ENSG00000164434	0.1	1
ENSG00000164438	0.1	1
ENSG00000164440	0.1	1
ENSG00000164442	0.1	1
ENSG00000164451	0.1	1
ENSG00000164458	0.1	1
ENSG00000164463	0.1	1
ENSG00000164466	0.1	1
ENSG00000164483	0.1	1
ENSG00000164484	0.1	1
ENSG00000164485	0.1	1
ENSG00000164488	0.1	1
ENSG00000164494	0.1	1
ENSG00000164500	0.1	1
ENSG00000164506	0.1	1
ENSG00000164508	0.1	1
ENSG00000164509	0.1	1
ENSG00000164512	0.1	1
ENSG00000164520	0.1	1
ENSG00000164530	0.1	1
ENSG00000164535	0.1	1
ENSG00000164543	0.1	1
ENSG00000164548	0.1	1
ENSG00000164576	0.1	1
ENSG00000164587	0.1	1
ENSG00000164588	0.1	1
ENSG00000164591	0.1	1
ENSG00000164597	0.1	1
ENSG00000164600	0.1	1
ENSG00000164604	0.1	1
ENSG00000164609	0.1	1
ENSG00000164610	0.1	1
ENSG00000164611	0.1	1
ENSG00000164615	0.1	1
ENSG00000164619	0.1	1
ENSG00000164626	0.1	1
ENSG00000164631	0.1	1
ENSG00000164638	0.1	1
ENSG00000164645	0.1	1
ENSG00000164651	0.1	1
ENSG00000164654	0.1	1
ENSG00000164659	0.1	1
ENSG00000164663	0.1	1
ENSG00000164683	0.1	1
ENSG00000164684	0.1	1
ENSG00000164690	0.1	1
ENSG00000164691	0.1	1
ENSG00000164692	0.1	1
ENSG00000164694	0.1	1
ENSG00000164695	0.1	1
ENSG00000164707	0.1	1
ENSG00000164708	0.1	1
ENSG00000164713	0.1	1
ENSG00000164715	0.1	1
ENSG00000164729	0.1	1
ENSG00000164733	0.1	1
ENSG00000164736	0.1	1
ENSG00000164741	0.1	1
ENSG00000164742	0.1	1
ENSG00000164743	0.1	1
ENSG00000164744	0.1	1
ENSG00000164749	0.1	1
ENSG00000164754	0.1	1
ENSG00000164756	0.1	1
ENSG00000164758	0.1	1
ENSG00000164764	0.1	1
ENSG00000164778	0.1	1
ENSG00000164794	0.1	1
ENSG00000164796	0.1	1
ENSG00000164808	0.1	1
ENSG00000164815	0.1	1
ENSG00000164816	0.1	1
ENSG00000164818	0.1	1
ENSG00000164821	0.1	1
ENSG00000164822	0.1	1
ENSG00000164825	0.1	1
ENSG00000164828	0.1	1
ENSG00000164830	0.1	1
ENSG00000164841	0.1	1
ENSG00000164849	0.1	1
ENSG00000164850	0.1	1
ENSG00000164853	0.1	1
ENSG00000164855	0.1	1
ENSG00000164867	0.1	1
ENSG00000164871	0.1	1
ENSG00000164877	0.1	1
ENSG00000164880	0.1	1
ENSG00000164885	0.1	1
ENSG00000164889	0.1	1
ENSG00000164893	0.1	1
ENSG00000164896	0.1	1
ENSG00000164897	0.1	1
ENSG00000164898	0.1	1
ENSG00000164900	0.1	1
ENSG00000164902	0.1	1
ENSG00000164904	0.1	1
ENSG00000164916	0.1	1
ENSG00000164919	0.1	1
ENSG00000164924	0.1	1
ENSG00000164929	0.1	1
ENSG00000164932	0.1	1
ENSG00000164933	0.1	1
ENSG00000164934	0.1	1
ENSG00000164935	0.1	1
ENSG00000164941	0.1	1
ENSG00000164944	0.1	1
ENSG00000164946	0.1	1
ENSG00000164951	0.1	1
ENSG00000164953	0.1	1
ENSG00000164961	0.1	1
ENSG00000164967	0.1	1
ENSG00000164972	0.1	1
ENSG00000164975	0.1	1
ENSG00000164978	0.1	1
ENSG00000164983	0.1	1
ENSG00000164985	0.1	1
ENSG00000165006	0.1	1
ENSG00000165023	0.1	1
ENSG00000165025	0.1	1
ENSG00000165028	0.1	1
ENSG00000165046	0.1	1
ENSG00000165059	0.1	1
ENSG00000165060	0.1	1
ENSG00000165061	0.1	1
ENSG00000165066	0.1	1
ENSG00000165071	0.1	1
ENSG00000165076	0.1	1
ENSG00000165078	0.1	1
ENSG00000165091	0.1	1
ENSG00000165092	0.1	1
ENSG00000165097	0.1	1
ENSG00000165105	0.1	1
ENSG00000165115	0.1	1
ENSG00000165118	0.1	1
ENSG00000165119	0.1	1
ENSG00000165120	0.1	1
ENSG00000165124	0.1	1
ENSG00000165125	0.1	1
ENSG00000165131	0.1	1
ENSG00000165138	0.1	1
ENSG00000165140	0.1	1
ENSG00000165152	0.1	1
ENSG00000165156	0.1	1
ENSG00000165164	0.1	1
ENSG00000165168	0.1	1
ENSG00000165169	0.1	1
ENSG00000165171	0.1	1
ENSG00000165175	0.1	1
ENSG00000165181	0.1	1
ENSG00000165186	0.1	1
ENSG00000165188	0.1	1
ENSG00000165192	0.1	1
ENSG00000165194	0.1	1
ENSG00000165195	0.1	1
ENSG00000165197	0.1	1
ENSG00000165202	0.1	1
ENSG00000165204	0.1	1
ENSG00000165209	0.1	1
ENSG00000165215	0.1	1
ENSG00000165219	0.1	1
ENSG00000165238	0.1	1
ENSG00000165240	0.1	1
ENSG00000165244	0.1	1
ENSG00000165246	0.1	1
ENSG00000165259	0.1	1
ENSG00000165269	0.1	1
ENSG00000165271	0.1	1
ENSG00000165272	0.1	1
ENSG00000165275	0.1	1
ENSG00000165280	0.1	1
ENSG00000165282	0.1	1
ENSG00000165283	0.1	1
ENSG00000165288	0.1	1
ENSG00000165300	0.1	1
ENSG00000165304	0.1	1
ENSG00000165309	0.1	1
ENSG00000165322	0.1	1
ENSG00000165325	0.1	1
ENSG00000165338	0.1	1
ENSG00000165349	0.1	1
ENSG00000165355	0.1	1
ENSG00000165359	0.1	1
ENSG00000165370	0.1	1
ENSG00000165376	0.1	1
ENSG00000165379	0.1	1
ENSG00000165383	0.1	1
ENSG00000165389	0.1	1
ENSG00000165392	0.1	1
ENSG00000165409	0.1	1
ENSG00000165410	0.1	1
ENSG00000165434	0.1	1
ENSG00000165443	0.1	1
ENSG00000165457	0.1	1
ENSG00000165458	0.1	1
ENSG00000165462	0.1	1
ENSG00000165471	0.1	1
ENSG00000165474	0.1	1
ENSG00000165476	0.1	1
ENSG00000165478	0.1	1
ENSG00000165480	0.1	1
ENSG00000165494	0.1	1
ENSG00000165496	0.1	1
ENSG00000165501	0.1	1
ENSG00000165502	0.1	1
ENSG00000165506	0.1	1
ENSG00000165509	0.1	1
ENSG00000165521	0.1	1
ENSG00000165526	0.1	1
ENSG00000165527	0.1	1
ENSG00000165548	0.1	1
ENSG00000165553	0.1	1
ENSG00000165556	0.1	1
ENSG00000165566	0.1	1
ENSG00000165568	0.1	1
ENSG00000165572	0.1	1
ENSG00000165583	0.1	1
ENSG00000165584	0.1	1
ENSG00000165588	0.1	1
ENSG00000165591	0.1	1
ENSG00000165606	0.1	1
ENSG00000165609	0.1	1
ENSG00000165617	0.1	1
ENSG00000165621	0.1	1
ENSG00000165623	0.1	1
ENSG00000165626	0.1	1
ENSG00000165629	0.1	1
ENSG00000165632	0.1	1
ENSG00000165633	0.1	1
ENSG00000165637	0.1	1
ENSG00000165643	0.1	1
ENSG00000165644	0.1	1
ENSG00000165646	0.1	1
ENSG00000165650	0.1	1
ENSG00000165660	0.1	1
ENSG00000165669	0.1	1
ENSG00000165671	0.1	1
ENSG00000165672	0.1	1
ENSG00000165678	0.1	1
ENSG00000165682	0.1	1
ENSG00000165684	0.1	1
ENSG00000165685	0.1	1
ENSG00000165688	0.1	1
ENSG00000165689	0.1	1
ENSG00000165694	0.1	1
ENSG00000165695	0.1	1
ENSG00000165698	0.1	1
ENSG00000165699	0.1	1
ENSG00000165702	0.1	1
ENSG00000165704	0.1	1
ENSG00000165714	0.1	1
ENSG00000165716	0.1	1
ENSG00000165724	0.1	1
ENSG00000165730	0.1	1
ENSG00000165731	0.1	1
ENSG00000165732	0.1	1
ENSG00000165733	0.1	1
ENSG00000165752	0.1	1
ENSG00000165762	0.1	1
ENSG00000165775	0.1	1
ENSG00000165782	0.1	1
ENSG00000165792	0.1	1
ENSG00000165794	0.1	1
ENSG00000165795	0.1	1
ENSG00000165799	0.1	1
ENSG00000165802	0.1	1
ENSG00000165804	0.1	1
ENSG00000165805	0.1	1
ENSG00000165806	0.1	1
ENSG00000165807	0.1	1
ENSG00000165810	0.1	1
ENSG00000165813	0.1	1
ENSG00000165816	0.1	1
ENSG00000165819	0.1	1
ENSG00000165821	0.1	1
ENSG00000165828	0.1	1
ENSG00000165832	0.1	1
ENSG00000165841	0.1	1
ENSG00000165861	0.1	1
ENSG00000165863	0.1	1
ENSG00000165879	0.1	1
ENSG00000165886	0.1	1
ENSG00000165887	0.1	1
ENSG00000165891	0.1	1
ENSG00000165895	0.1	1
ENSG00000165898	0.1	1
ENSG00000165899	0.1	1
ENSG00000165905	0.1	1
ENSG00000165912	0.1	1
ENSG00000165914	0.1	1
ENSG00000165915	0.1	1
ENSG00000165916	0.1	1
ENSG00000165917	0.1	1
ENSG00000165923	0.1	1
ENSG00000165929	0.1	1
ENSG00000165934	0.1	1
ENSG00000165935	0.1	1
ENSG00000165943	0.1	1
ENSG00000165948	0.1	1
ENSG00000165949	0.1	1
ENSG00000165953	0.1	1
ENSG00000165966	0.1	1
ENSG00000165970	0.1	1
ENSG00000165972	0.1	1
ENSG00000165973	0.1	1
ENSG00000165985	0.1	1
ENSG00000165995	0.1	1
ENSG00000165996	0.1	1
ENSG00000165997	0.1	1
ENSG00000166002	0.1	1
ENSG00000166004	0.1	1
ENSG00000166006	0.1	1
ENSG00000166025	0.1	1
ENSG00000166033	0.1	1
ENSG00000166035	0.1	1
ENSG00000166037	0.1	1
ENSG00000166046	0.1	1
ENSG00000166049	0.1	1
ENSG00000166068	0.1	1
ENSG00000166069	0.1	1
ENSG00000166073	0.1	1
ENSG00000166090	0.1	1
ENSG00000166091	0.1	1
ENSG00000166105	0.1	1
ENSG00000166106	0.1	1
ENSG00000166111	0.1	1
ENSG00000166118	0.1	1
ENSG00000166123	0.1	1
ENSG00000166126	0.1	1
ENSG00000166128	0.1	1
ENSG00000166133	0.1	1
ENSG00000166135	0.1	1
ENSG00000166136	0.1	1
ENSG00000166140	0.1	1
ENSG00000166143	0.1	1
ENSG00000166145	0.1	1
ENSG00000166147	0.1	1
ENSG00000166148	0.1	1
ENSG00000166152	0.1	1
ENSG00000166153	0.1	1
ENSG00000166159	0.1	1
ENSG00000166160	0.1	1
ENSG00000166164	0.1	1
ENSG00000166165	0.1	1
ENSG00000166166	0.1	1
ENSG00000166169	0.1	1
ENSG00000166170	0.1	1
ENSG00000166171	0.1	1
ENSG00000166173	0.1	1
ENSG00000166181	0.1	1
ENSG00000166183	0.1	1
ENSG00000166188	0.1	1
ENSG00000166189	0.1	1
ENSG00000166192	0.1	1
ENSG00000166197	0.1	1
ENSG00000166199	0.1	1
ENSG00000166200	0.1	1
ENSG00000166206	0.1	1
ENSG00000166211	0.1	1
ENSG00000166220	0.1	1
ENSG00000166225	0.1	1
ENSG00000166226	0.1	1
ENSG00000166233	0.1	1
ENSG00000166246	0.1	1
ENSG00000166257	0.1	1
ENSG00000166260	0.1	1
ENSG00000166261	0.1	1
ENSG00000166263	0.1	1
ENSG00000166265	0.1	1
ENSG00000166266	0.1	1
ENSG00000166272	0.1	1
ENSG00000166275	0.1	1
ENSG00000166278	0.1	1
ENSG00000166289	0.1	1
ENSG00000166292	0.1	1
ENSG00000166311	0.1	1
ENSG00000166313	0.1	1
ENSG00000166317	0.1	1
ENSG00000166321	0.1	1
ENSG00000166323	0.1	1
ENSG00000166326	0.1	1
ENSG00000166329	0.1	1
ENSG00000166333	0.1	1
ENSG00000166341	0.1	1
ENSG00000166342	0.1	1
ENSG00000166347	0.1	1
ENSG00000166349	0.1	1
ENSG00000166351	0.1	1
ENSG00000166352	0.1	1
ENSG00000166359	0.1	1
ENSG00000166363	0.1	1
ENSG00000166368	0.1	1
ENSG00000166391	0.1	1
ENSG00000166394	0.1	1
ENSG00000166396	0.1	1
ENSG00000166405	0.1	1
ENSG00000166407	0.1	1
ENSG00000166411	0.1	1
ENSG00000166415	0.1	1
ENSG00000166426	0.1	1
ENSG00000166428	0.1	1
ENSG00000166432	0.1	1
ENSG00000166439	0.1	1
ENSG00000166446	0.1	1
ENSG00000166448	0.1	1
ENSG00000166451	0.1	1
ENSG00000166452	0.1	1
ENSG00000166454	0.1	1
ENSG00000166455	0.1	1
ENSG00000166471	0.1	1
ENSG00000166473	0.1	1
ENSG00000166477	0.1	1
ENSG00000166478	0.1	1
ENSG00000166479	0.1	1
ENSG00000166482	0.1	1
ENSG00000166483	0.1	1
ENSG00000166484	0.1	1
ENSG00000166501	0.1	1
ENSG00000166503	0.1	1
ENSG00000166507	0.1	1
ENSG00000166508	0.1	1
ENSG00000166509	0.1	1
ENSG00000166523	0.1	1
ENSG00000166526	0.1	1
ENSG00000166527	0.1	1
ENSG00000166529	0.1	1
ENSG00000166535	0.1	1
ENSG00000166546	0.1	1
ENSG00000166558	0.1	1
ENSG00000166562	0.1	1
ENSG00000166569	0.1	1
ENSG00000166573	0.1	1
ENSG00000166575	0.1	1
ENSG00000166578	0.1	1
ENSG00000166579	0.1	1
ENSG00000166582	0.1	1
ENSG00000166589	0.1	1
ENSG00000166595	0.1	1
ENSG00000166596	0.1	1
ENSG00000166603	0.1	1
ENSG00000166634	0.1	1
ENSG00000166664	0.1	1
ENSG00000166669	0.1	1
ENSG00000166670	0.1	1
ENSG00000166676	0.1	1
ENSG00000166681	0.1	1
ENSG00000166682	0.1	1
ENSG00000166685	0.1	1
ENSG00000166704	0.1	1
ENSG00000166707	0.1	1
ENSG00000166710	0.1	1
ENSG00000166716	0.1	1
ENSG00000166736	0.1	1
ENSG00000166741	0.1	1
ENSG00000166743	0.1	1
ENSG00000166747	0.1	1
ENSG00000166762	0.1	1
ENSG00000166780	0.1	1
ENSG00000166783	0.1	1
ENSG00000166788	0.1	1
ENSG00000166793	0.1	1
ENSG00000166794	0.1	1
ENSG00000166797	0.1	1
ENSG00000166800	0.1	1
ENSG00000166801	0.1	1
ENSG00000166803	0.1	1
ENSG00000166813	0.1	1
ENSG00000166816	0.1	1
ENSG00000166819	0.1	1
ENSG00000166821	0.1	1
ENSG00000166822	0.1	1
ENSG00000166823	0.1	1
ENSG00000166825	0.1	1
ENSG00000166828	0.1	1
ENSG00000166831	0.1	1
ENSG00000166833	0.1	1
ENSG00000166839	0.1	1
ENSG00000166840	0.1	1
ENSG00000166845	0.1	1
ENSG00000166847	0.1	1
ENSG00000166848	0.1	1
ENSG00000166851	0.1	1
ENSG00000166855	0.1	1
ENSG00000166856	0.1	1
ENSG00000166860	0.1	1
ENSG00000166862	0.1	1
ENSG00000166863	0.1	1
ENSG00000166866	0.1	1
ENSG00000166869	0.1	1
ENSG00000166881	0.1	1
ENSG00000166884	0.1	1
ENSG00000166886	0.1	1
ENSG00000166887	0.1	1
ENSG00000166888	0.1	1
ENSG00000166889	0.1	1
ENSG00000166896	0.1	1
ENSG00000166897	0.1	1
ENSG00000166900	0.1	1
ENSG00000166902	0.1	1
ENSG00000166908	0.1	1
ENSG00000166912	0.1	1
ENSG00000166913	0.1	1
ENSG00000166920	0.1	1
ENSG00000166923	0.1	1
ENSG00000166924	0.1	1
ENSG00000166925	0.1	1
ENSG00000166926	0.1	1
ENSG00000166927	0.1	1
ENSG00000166928	0.1	1
ENSG00000166930	0.1	1
ENSG00000166946	0.1	1
ENSG00000166947	0.1	1
ENSG00000166948	0.1	1
ENSG00000166959	0.1	1
ENSG00000166960	0.1	1
ENSG00000166961	0.1	1
ENSG00000166963	0.1	1
ENSG00000166965	0.1	1
ENSG00000166971	0.1	1
ENSG00000166974	0.1	1
ENSG00000166986	0.1	1
ENSG00000166997	0.1	1
ENSG00000167004	0.1	1
ENSG00000167005	0.1	1
ENSG00000167011	0.1	1
ENSG00000167014	0.1	1
ENSG00000167037	0.1	1
ENSG00000167065	0.1	1
ENSG00000167074	0.1	1
ENSG00000167077	0.1	1
ENSG00000167080	0.1	1
ENSG00000167081	0.1	1
ENSG00000167083	0.1	1
ENSG00000167085	0.1	1
ENSG00000167088	0.1	1
ENSG00000167094	0.1	1
ENSG00000167098	0.1	1
ENSG00000167100	0.1	1
ENSG00000167104	0.1	1
ENSG00000167105	0.1	1
ENSG00000167106	0.1	1
ENSG00000167107	0.1	1
ENSG00000167110	0.1	1
ENSG00000167112	0.1	1
ENSG00000167113	0.1	1
ENSG00000167114	0.1	1
ENSG00000167118	0.1	1
ENSG00000167130	0.1	1
ENSG00000167131	0.1	1
ENSG00000167136	0.1	1
ENSG00000167139	0.1	1
ENSG00000167157	0.1	1
ENSG00000167165	0.1	1
ENSG00000167173	0.1	1
ENSG00000167178	0.1	1
ENSG00000167182	0.1	1
ENSG00000167186	0.1	1
ENSG00000167191	0.1	1
ENSG00000167193	0.1	1
ENSG00000167194	0.1	1
ENSG00000167195	0.1	1
ENSG00000167196	0.1	1
ENSG00000167202	0.1	1
ENSG00000167207	0.1	1
ENSG00000167208	0.1	1
ENSG00000167210	0.1	1
ENSG00000167216	0.1	1
ENSG00000167220	0.1	1
ENSG00000167232	0.1	1
ENSG00000167244	0.1	1
ENSG00000167257	0.1	1
ENSG00000167258	0.1	1
ENSG00000167261	0.1	1
ENSG00000167281	0.1	1
ENSG00000167286	0.1	1
ENSG00000167302	0.1	1
ENSG00000167306	0.1	1
ENSG00000167311	0.1	1
ENSG00000167323	0.1	1
ENSG00000167325	0.1	1
ENSG00000167332	0.1	1
ENSG00000167333	0.1	1
ENSG00000167346	0.1	1
ENSG00000167355	0.1	1
ENSG00000167359	0.1	1
ENSG00000167360	0.1	1
ENSG00000167363	0.1	1
ENSG00000167371	0.1	1
ENSG00000167377	0.1	1
ENSG00000167378	0.1	1
ENSG00000167380	0.1	1
ENSG00000167384	0.1	1
ENSG00000167393	0.1	1
ENSG00000167394	0.1	1
ENSG00000167395	0.1	1
ENSG00000167397	0.1	1
ENSG00000167414	0.1	1
ENSG00000167419	0.1	1
ENSG00000167434	0.1	1
ENSG00000167447	0.1	1
ENSG00000167460	0.1	1
ENSG00000167461	0.1	1
ENSG00000167468	0.1	1
ENSG00000167470	0.1	1
ENSG00000167476	0.1	1
ENSG00000167483	0.1	1
ENSG00000167487	0.1	1
ENSG00000167491	0.1	1
ENSG00000167508	0.1	1
ENSG00000167513	0.1	1
ENSG00000167515	0.1	1
ENSG00000167523	0.1	1
ENSG00000167524	0.1	1
ENSG00000167526	0.1	1
ENSG00000167528	0.1	1
ENSG00000167531	0.1	1
ENSG00000167535	0.1	1
ENSG00000167536	0.1	1
ENSG00000167543	0.1	1
ENSG00000167548	0.1	1
ENSG00000167549	0.1	1
ENSG00000167550	0.1	1
ENSG00000167552	0.1	1
ENSG00000167553	0.1	1
ENSG00000167554	0.1	1
ENSG00000167555	0.1	1
ENSG00000167565	0.1	1
ENSG00000167566	0.1	1
ENSG00000167580	0.1	1
ENSG00000167588	0.1	1
ENSG00000167595	0.1	1
ENSG00000167600	0.1	1
ENSG00000167601	0.1	1
ENSG00000167612	0.1	1
ENSG00000167613	0.1	1
ENSG00000167614	0.1	1
ENSG00000167615	0.1	1
ENSG00000167617	0.1	1
ENSG00000167618	0.1	1
ENSG00000167619	0.1	1
ENSG00000167625	0.1	1
ENSG00000167633	0.1	1
ENSG00000167634	0.1	1
ENSG00000167635	0.1	1
ENSG00000167637	0.1	1
ENSG00000167641	0.1	1
ENSG00000167642	0.1	1
ENSG00000167644	0.1	1
ENSG00000167645	0.1	1
ENSG00000167646	0.1	1
ENSG00000167653	0.1	1
ENSG00000167654	0.1	1
ENSG00000167656	0.1	1
ENSG00000167657	0.1	1
ENSG00000167658	0.1	1
ENSG00000167664	0.1	1
ENSG00000167670	0.1	1
ENSG00000167671	0.1	1
ENSG00000167674	0.1	1
ENSG00000167676	0.1	1
ENSG00000167680	0.1	1
ENSG00000167685	0.1	1
ENSG00000167695	0.1	1
ENSG00000167699	0.1	1
ENSG00000167700	0.1	1
ENSG00000167701	0.1	1
ENSG00000167702	0.1	1
ENSG00000167703	0.1	1
ENSG00000167705	0.1	1
ENSG00000167711	0.1	1
ENSG00000167716	0.1	1
ENSG00000167721	0.1	1
ENSG00000167723	0.1	1
ENSG00000167733	0.1	1
ENSG00000167740	0.1	1
ENSG00000167741	0.1	1
ENSG00000167747	0.1	1
ENSG00000167748	0.1	1
ENSG00000167749	0.1	1
ENSG00000167751	0.1	1
ENSG00000167754	0.1	1
ENSG00000167755	0.1	1
ENSG00000167757	0.1	1
ENSG00000167759	0.1	1
ENSG00000167766	0.1	1
ENSG00000167767	0.1	1
ENSG00000167768	0.1	1
ENSG00000167769	0.1	1
ENSG00000167770	0.1	1
ENSG00000167771	0.1	1
ENSG00000167772	0.1	1
ENSG00000167775	0.1	1
ENSG00000167778	0.1	1
ENSG00000167779	0.1	1
ENSG00000167780	0.1	1
ENSG00000167785	0.1	1
ENSG00000167791	0.1	1
ENSG00000167792	0.1	1
ENSG00000167799	0.1	1
ENSG00000167800	0.1	1
ENSG00000167807	0.1	1
ENSG00000167815	0.1	1
ENSG00000167822	0.1	1
ENSG00000167825	0.1	1
ENSG00000167840	0.1	1
ENSG00000167842	0.1	1
ENSG00000167850	0.1	1
ENSG00000167851	0.1	1
ENSG00000167858	0.1	1
ENSG00000167861	0.1	1
ENSG00000167862	0.1	1
ENSG00000167874	0.1	1
ENSG00000167880	0.1	1
ENSG00000167881	0.1	1
ENSG00000167889	0.1	1
ENSG00000167895	0.1	1
ENSG00000167900	0.1	1
ENSG00000167910	0.1	1
ENSG00000167914	0.1	1
ENSG00000167916	0.1	1
ENSG00000167925	0.1	1
ENSG00000167930	0.1	1
ENSG00000167941	0.1	1
ENSG00000167962	0.1	1
ENSG00000167964	0.1	1
ENSG00000167965	0.1	1
ENSG00000167967	0.1	1
ENSG00000167968	0.1	1
ENSG00000167969	0.1	1
ENSG00000167971	0.1	1
ENSG00000167972	0.1	1
ENSG00000167977	0.1	1
ENSG00000167978	0.1	1
ENSG00000167981	0.1	1
ENSG00000167984	0.1	1
ENSG00000167985	0.1	1
ENSG00000167986	0.1	1
ENSG00000167987	0.1	1
ENSG00000167992	0.1	1
ENSG00000167994	0.1	1
ENSG00000167995	0.1	1
ENSG00000168000	0.1	1
ENSG00000168002	0.1	1
ENSG00000168004	0.1	1
ENSG00000168010	0.1	1
ENSG00000168014	0.1	1
ENSG00000168028	0.1	1
ENSG00000168032	0.1	1
ENSG00000168036	0.1	1
ENSG00000168038	0.1	1
ENSG00000168040	0.1	1
ENSG00000168056	0.1	1
ENSG00000168060	0.1	1
ENSG00000168061	0.1	1
ENSG00000168062	0.1	1
ENSG00000168065	0.1	1
ENSG00000168066	0.1	1
ENSG00000168067	0.1	1
ENSG00000168070	0.1	1
ENSG00000168071	0.1	1
ENSG00000168077	0.1	1
ENSG00000168078	0.1	1
ENSG00000168079	0.1	1
ENSG00000168081	0.1	1
ENSG00000168090	0.1	1
ENSG00000168092	0.1	1
ENSG00000168096	0.1	1
ENSG00000168101	0.1	1
ENSG00000168116	0.1	1
ENSG00000168118	0.1	1
ENSG00000168124	0.1	1
ENSG00000168131	0.1	1
ENSG00000168135	0.1	1
ENSG00000168137	0.1	1
ENSG00000168140	0.1	1
ENSG00000168148	0.1	1
ENSG00000168152	0.1	1
ENSG00000168158	0.1	1
ENSG00000168159	0.1	1
ENSG00000168172	0.1	1
ENSG00000168175	0.1	1
ENSG00000168214	0.1	1
ENSG00000168216	0.1	1
ENSG00000168228	0.1	1
