gene_id	log2FC	pvalue
ENSG00000259426	-1.291147824	3.63E-07
ENSG00000182606	-1.296501163	3.75E-13
ENSG00000152778	-1.296656836	0.000119324
ENSG00000131149	-1.296850684	1.77E-13
ENSG00000155313	-1.297666422	6.80E-17
ENSG00000151092	-1.29791293	1.54E-14
ENSG00000163689	-1.299495613	1.43E-10
ENSG00000262202	-1.300846128	0.002215953
ENSG00000170624	-1.301169647	1.33E-13
ENSG00000116852	-1.302550331	0.000982641
ENSG00000134490	-1.302990713	6.36E-12
ENSG00000137656	-1.303112566	4.01E-09
ENSG00000165233	-1.30314677	0.000142731
ENSG00000185585	-1.305431625	0.000153635
ENSG00000122779	-1.306321469	4.67E-16
ENSG00000152217	-1.308556688	5.85E-13
ENSG00000258588	-1.31079527	0.000981879
ENSG00000169891	-1.311115792	1.72E-08
ENSG00000165525	-1.311484003	1.35E-15
ENSG00000008952	-1.312290242	1.55E-15
ENSG00000164332	-1.313040119	6.53E-10
ENSG00000163104	-1.314283454	8.26E-12
ENSG00000187676	-1.316438676	1.18E-08
ENSG00000174501	-1.316613275	9.19E-09
ENSG00000249867	-1.31969384	3.29E-15
ENSG00000227195	-1.321837253	7.13E-11
ENSG00000100099	-1.322715138	8.35E-08
ENSG00000189007	-1.322955669	1.95E-08
ENSG00000164136	-1.323492203	2.14E-09
ENSG00000151773	-1.324087008	7.37E-06
ENSG00000188917	-1.324644751	3.09E-08
ENSG00000179588	-1.32625118	5.90E-07
ENSG00000229267	-1.327311814	4.32E-08
ENSG00000147419	-1.331135353	1.68E-10
ENSG00000180228	-1.334590494	2.52E-11
ENSG00000187498	-1.335205282	3.24E-09
ENSG00000038210	-1.335286678	0.001329007
ENSG00000075420	-1.338149576	1.70E-19
ENSG00000164823	-1.338565125	8.36E-12
ENSG00000093217	-1.342518076	1.48E-09
ENSG00000196588	-1.343753678	1.07E-14
ENSG00000143674	-1.346516768	2.10E-10
ENSG00000069702	-1.347730864	6.40E-12
ENSG00000106049	-1.349869514	5.72E-15
ENSG00000198162	-1.34987087	4.43E-15
ENSG00000183098	-1.352622311	6.95E-15
ENSG00000138031	-1.352975519	2.55E-13
ENSG00000158715	-1.353222473	3.03E-05
ENSG00000128573	-1.354182709	1.88E-07
ENSG00000171105	-1.354227579	2.18E-08
ENSG00000123179	-1.359643467	6.93E-07
ENSG00000084444	-1.360469347	0.00132935
ENSG00000273749	-1.360651836	7.92E-16
ENSG00000253619	-1.363910748	0.001166569
ENSG00000182923	-1.365653395	4.01E-12
ENSG00000206560	-1.367993062	2.35E-10
ENSG00000164976	-1.368140962	0.000317615
ENSG00000204272	-1.368800004	7.04E-15
ENSG00000196693	-1.370584403	3.87E-08
ENSG00000182771	-1.372321144	7.59E-05
ENSG00000138231	-1.372857005	8.23E-11
ENSG00000165512	-1.373720821	1.08E-10
ENSG00000237424	-1.373794327	5.40E-05
ENSG00000278588	-1.374174312	3.32E-12
ENSG00000174839	-1.374208195	1.85E-12
ENSG00000107959	-1.374441586	2.61E-08
ENSG00000110274	-1.374486651	1.17E-10
ENSG00000165029	-1.376018416	1.58E-08
ENSG00000100478	-1.376839977	1.11E-09
ENSG00000096060	-1.37687314	6.68E-16
ENSG00000197927	-1.378907448	0.000911272
ENSG00000183576	-1.3794616	1.09E-17
ENSG00000196628	-1.380787522	1.02E-15
ENSG00000273768	-1.381824179	1.69E-06
ENSG00000148356	-1.382455577	2.07E-06
ENSG00000100767	-1.385576596	0.001653073
ENSG00000160360	-1.386978703	0.000137884
ENSG00000137075	-1.387835989	7.46E-15
ENSG00000215417	-1.388349849	7.92E-12
ENSG00000100234	-1.390608309	2.14E-14
ENSG00000198924	-1.391904924	5.69E-06
ENSG00000132294	-1.394489167	2.47E-17
ENSG00000158234	-1.394862187	0.000657714
ENSG00000204186	-1.395843244	8.13E-08
ENSG00000104324	-1.395979917	1.51E-15
ENSG00000108557	-1.397734034	4.76E-12
ENSG00000198551	-1.400434119	1.14E-12
ENSG00000186684	-1.403259762	0.000299117
ENSG00000183873	-1.403528797	3.30E-06
ENSG00000130052	-1.404315511	7.78E-10
ENSG00000117020	-1.404566574	7.22E-13
ENSG00000164330	-1.405133174	4.95E-05
ENSG00000259560	-1.407346876	0.000904147
ENSG00000099889	-1.407530732	7.95E-09
ENSG00000179295	-1.407925235	6.62E-17
ENSG00000185722	-1.407986969	8.83E-15
ENSG00000186815	-1.40869924	3.00E-09
ENSG00000185238	-1.410886919	4.39E-12
ENSG00000121057	-1.411118326	1.10E-17
ENSG00000169554	-1.411309855	5.78E-15
ENSG00000018189	-1.411393421	6.27E-14
ENSG00000188352	-1.414623423	5.04E-16
ENSG00000246273	-1.415082755	6.87E-08
ENSG00000149256	-1.417921781	1.69E-14
ENSG00000133107	-1.419047476	1.35E-12
ENSG00000206149	-1.420775546	5.87E-20
ENSG00000080561	-1.421424955	7.76E-10
ENSG00000152689	-1.421460803	1.10E-07
ENSG00000134198	-1.423761568	1.22E-05
ENSG00000100504	-1.424186883	6.39E-08
ENSG00000133794	-1.425057116	2.54E-08
ENSG00000162599	-1.425082605	7.56E-08
ENSG00000188312	-1.426446135	4.01E-16
ENSG00000142188	-1.430088636	4.73E-12
ENSG00000114346	-1.430466606	1.44E-09
ENSG00000166949	-1.432250313	2.12E-12
ENSG00000276550	-1.432731922	6.76E-20
ENSG00000235733	-1.433109789	5.17E-11
ENSG00000141446	-1.434072324	1.33E-14
ENSG00000169933	-1.435487954	7.99E-17
ENSG00000006453	-1.435894128	1.29E-09
ENSG00000164465	-1.437365618	6.30E-18
ENSG00000230658	-1.438788857	0.001594454
ENSG00000165959	-1.439295139	6.13E-09
ENSG00000260781	-1.439717077	0.000204985
ENSG00000108039	-1.439933252	5.39E-17
ENSG00000103404	-1.440828292	1.79E-16
ENSG00000248079	-1.442776229	0.000230517
ENSG00000176623	-1.442840348	1.60E-12
ENSG00000273270	-1.445165119	0.000618297
ENSG00000068784	-1.446044847	2.46E-18
ENSG00000137831	-1.446423989	2.16E-13
ENSG00000013583	-1.447098017	2.23E-10
ENSG00000116874	-1.447276963	6.78E-14
ENSG00000120658	-1.448749924	8.40E-15
ENSG00000142227	-1.449285931	9.38E-11
ENSG00000147224	-1.450580025	2.64E-10
ENSG00000104320	-1.450692774	4.39E-10
ENSG00000197702	-1.45071887	5.59E-15
ENSG00000058085	-1.452980691	0.00024226
ENSG00000133121	-1.454441671	1.66E-15
ENSG00000141646	-1.454543917	6.69E-19
ENSG00000259048	-1.455630887	0.00080513
ENSG00000133805	-1.455654324	1.58E-07
ENSG00000142892	-1.456353882	2.28E-17
ENSG00000138696	-1.457434358	3.58E-12
ENSG00000080546	-1.458071591	1.03E-11
ENSG00000138613	-1.458742066	4.95E-06
ENSG00000082497	-1.459025233	7.20E-09
ENSG00000151413	-1.459982065	8.11E-17
ENSG00000189221	-1.460847074	6.78E-11
ENSG00000276170	-1.461381506	0.000258232
ENSG00000198363	-1.461777807	7.26E-11
ENSG00000075239	-1.462166778	2.96E-09
ENSG00000126216	-1.464206591	2.97E-15
ENSG00000240498	-1.464283856	1.10E-11
ENSG00000266094	-1.464447358	9.78E-09
ENSG00000196151	-1.466649579	2.93E-11
ENSG00000253394	-1.467040106	1.37E-05
ENSG00000163947	-1.46715565	2.18E-10
ENSG00000026652	-1.467685608	1.44E-10
ENSG00000143164	-1.469416891	6.81E-09
ENSG00000118922	-1.469500252	5.13E-21
ENSG00000137710	-1.473762064	8.46E-14
ENSG00000128606	-1.474298159	1.26E-10
ENSG00000161395	-1.474657186	0.001795909
ENSG00000096401	-1.476263983	3.71E-17
ENSG00000185261	-1.476434587	2.52E-06
ENSG00000260628	-1.477237851	9.23E-06
ENSG00000152642	-1.477528428	2.88E-11
ENSG00000120820	-1.478603117	6.22E-09
ENSG00000198910	-1.482338422	4.11E-06
ENSG00000013619	-1.483410529	5.95E-21
ENSG00000112699	-1.485250525	8.64E-16
ENSG00000134013	-1.48585726	8.06E-21
ENSG00000118596	-1.486460184	5.05E-15
ENSG00000149084	-1.488101472	1.46E-12
ENSG00000011454	-1.488628899	3.35E-24
ENSG00000143499	-1.489828998	2.28E-14
ENSG00000115561	-1.490596984	2.49E-05
ENSG00000237356	-1.49221102	1.91E-07
ENSG00000126016	-1.492781935	6.74E-07
ENSG00000189014	-1.494571192	1.63E-08
ENSG00000148541	-1.497337519	8.28E-07
ENSG00000140526	-1.498751777	3.54E-22
ENSG00000248905	-1.498923932	6.63E-08
ENSG00000136104	-1.50217382	2.08E-13
ENSG00000276710	-1.50394233	1.56E-05
ENSG00000175611	-1.505803821	0.002371072
ENSG00000067798	-1.507072098	5.90E-13
ENSG00000234741	-1.50938467	1.43E-21
ENSG00000115306	-1.512465222	1.76E-10
ENSG00000144161	-1.512520724	1.45E-15
ENSG00000174945	-1.513316745	0.000294618
ENSG00000181722	-1.514211982	9.91E-20
ENSG00000169126	-1.514713607	2.82E-12
ENSG00000166979	-1.515182219	4.42E-07
ENSG00000153898	-1.517508217	1.78E-06
ENSG00000271826	-1.517761381	1.64E-05
ENSG00000141510	-1.519693477	2.76E-09
ENSG00000264301	-1.519926958	0.000915148
ENSG00000108061	-1.520307536	7.07E-12
ENSG00000102189	-1.522235751	2.35E-23
ENSG00000154319	-1.522275397	2.48E-06
ENSG00000158125	-1.524802872	0.00010002
ENSG00000050165	-1.525167304	1.18E-15
ENSG00000134324	-1.527170586	8.22E-17
ENSG00000177917	-1.528937017	8.69E-18
ENSG00000164327	-1.529819209	1.66E-19
ENSG00000159263	-1.530117197	8.74E-15
ENSG00000159314	-1.531441845	7.32E-11
ENSG00000133243	-1.531508436	3.19E-08
ENSG00000198478	-1.531929592	8.62E-18
ENSG00000153157	-1.532008304	7.00E-08
ENSG00000138772	-1.53230327	5.93E-12
ENSG00000117151	-1.532403051	9.26E-12
ENSG00000134871	-1.533281832	5.26E-09
ENSG00000229358	-1.533338	6.36E-12
ENSG00000102174	-1.533729671	4.86E-05
ENSG00000134717	-1.535669208	6.13E-18
ENSG00000013503	-1.538080475	2.91E-11
ENSG00000255864	-1.542018636	3.93E-07
ENSG00000123600	-1.547568059	2.02E-15
ENSG00000157212	-1.549050839	1.26E-17
ENSG00000150637	-1.550239737	0.002264819
ENSG00000109586	-1.550848985	3.67E-16
ENSG00000186153	-1.551201153	1.16E-09
ENSG00000233452	-1.552751961	1.12E-05
ENSG00000196526	-1.555989485	5.17E-15
ENSG00000112992	-1.558054957	1.66E-17
ENSG00000101004	-1.560149186	9.11E-16
ENSG00000196839	-1.560698333	3.95E-05
ENSG00000164649	-1.563498701	1.10E-19
ENSG00000164574	-1.564534175	9.54E-23
ENSG00000155269	-1.565234319	4.32E-05
ENSG00000250891	-1.566724319	0.000262572
ENSG00000251138	-1.567223975	0.000327115
ENSG00000110318	-1.567392801	2.28E-10
ENSG00000119547	-1.569096082	0.000478785
ENSG00000183775	-1.572002799	5.61E-07
ENSG00000119946	-1.572281837	0.000736874
ENSG00000188452	-1.574540149	0.000337967
ENSG00000160271	-1.578474475	1.31E-13
ENSG00000142197	-1.579767107	2.04E-19
ENSG00000134986	-1.580870676	2.87E-11
ENSG00000149403	-1.58154536	7.89E-11
ENSG00000170364	-1.583428806	8.13E-12
ENSG00000215424	-1.583880358	8.08E-06
ENSG00000108352	-1.584358032	3.56E-05
ENSG00000131981	-1.589681365	1.25E-10
ENSG00000250697	-1.589723353	4.78E-08
ENSG00000165533	-1.591647892	1.75E-11
ENSG00000162729	-1.594022338	0.000380385
ENSG00000197712	-1.594517001	3.13E-16
ENSG00000124209	-1.596058798	7.31E-22
ENSG00000134146	-1.596567874	1.51E-07
ENSG00000183891	-1.598295308	3.70E-08
ENSG00000228222	-1.602952951	9.02E-06
ENSG00000277304	-1.6036444	8.49E-06
ENSG00000152256	-1.606540429	3.15E-18
ENSG00000173218	-1.606880834	3.93E-20
ENSG00000125447	-1.608208756	1.52E-09
ENSG00000074621	-1.608882869	0.001157354
ENSG00000118454	-1.611120414	6.81E-22
ENSG00000080493	-1.611856517	3.29E-15
ENSG00000236451	-1.612729418	2.24E-05
ENSG00000232284	-1.615313634	1.97E-07
ENSG00000188517	-1.62288834	1.73E-10
ENSG00000176658	-1.623151693	3.87E-14
ENSG00000101639	-1.623460999	9.25E-22
ENSG00000260456	-1.623504741	6.43E-06
ENSG00000158769	-1.624731637	0.000153906
ENSG00000101265	-1.626029141	8.01E-05
ENSG00000155754	-1.626112152	0.001510607
ENSG00000076555	-1.62806504	1.95E-14
ENSG00000138036	-1.630830266	1.19E-07
ENSG00000078295	-1.632176365	2.48E-07
ENSG00000109066	-1.640235444	1.55E-15
ENSG00000091127	-1.640831575	7.94E-15
ENSG00000121879	-1.642397497	3.33E-18
ENSG00000134824	-1.643737025	4.03E-11
ENSG00000187164	-1.644550015	9.10E-16
ENSG00000186687	-1.64544166	2.88E-16
ENSG00000141385	-1.649669555	7.47E-22
ENSG00000120693	-1.653792174	1.35E-06
ENSG00000108175	-1.657526935	1.14E-11
ENSG00000079739	-1.659539195	1.00E-13
ENSG00000236383	-1.660150084	1.47E-23
ENSG00000163661	-1.664530682	1.17E-05
ENSG00000187123	-1.668514832	7.11E-21
ENSG00000169570	-1.66855083	5.05E-12
ENSG00000104381	-1.668661549	6.47E-11
ENSG00000157064	-1.6698072	7.99E-10
ENSG00000127863	-1.670811813	8.60E-05
ENSG00000058600	-1.671551606	2.47E-16
ENSG00000087258	-1.672881946	5.54E-16
ENSG00000144218	-1.674396345	9.02E-15
ENSG00000125827	-1.674498807	3.28E-12
ENSG00000040731	-1.674696673	5.88E-05
ENSG00000125375	-1.674764807	3.09E-11
ENSG00000120860	-1.675076486	1.05E-12
ENSG00000203867	-1.675132581	2.08E-06
ENSG00000184349	-1.677603381	6.23E-26
ENSG00000123131	-1.678311449	1.40E-11
ENSG00000153832	-1.679492884	4.76E-06
ENSG00000134905	-1.679507128	3.37E-17
ENSG00000126001	-1.679671329	2.05E-18
ENSG00000100345	-1.680590906	5.54E-20
ENSG00000142920	-1.68108765	1.12E-06
ENSG00000100324	-1.681521448	4.91E-08
ENSG00000183850	-1.68281485	1.08E-10
ENSG00000118257	-1.68650317	1.48E-16
ENSG00000127419	-1.691080639	0.000326823
ENSG00000135636	-1.691843797	6.47E-09
ENSG00000184897	-1.692902187	2.06E-05
ENSG00000255250	-1.693306024	0.000304383
ENSG00000107669	-1.693652351	6.99E-24
ENSG00000111907	-1.694026878	0.002368462
ENSG00000144741	-1.695143517	7.35E-16
ENSG00000235897	-1.695317875	0.001931626
ENSG00000128510	-1.697411684	3.83E-06
ENSG00000246640	-1.697489152	0.000463769
ENSG00000186854	-1.698861644	5.94E-13
ENSG00000143771	-1.703753611	2.25E-16
ENSG00000040487	-1.703896879	2.22E-10
ENSG00000134882	-1.708811822	1.22E-25
ENSG00000178209	-1.709548037	5.02E-12
ENSG00000140391	-1.709996066	5.40E-18
ENSG00000139370	-1.711923941	2.02E-21
ENSG00000136147	-1.71225849	9.44E-11
ENSG00000156535	-1.71378193	7.56E-10
ENSG00000082516	-1.714210568	2.27E-21
ENSG00000063601	-1.716905189	3.30E-22
ENSG00000100300	-1.716957921	1.16E-05
ENSG00000157600	-1.717116719	2.55E-19
ENSG00000116266	-1.717240346	9.51E-24
ENSG00000166224	-1.717773785	1.64E-19
ENSG00000168916	-1.718325411	8.11E-10
ENSG00000113391	-1.719852727	4.79E-21
ENSG00000259518	-1.719991251	5.88E-05
ENSG00000156011	-1.720755304	2.69E-25
ENSG00000186106	-1.723152627	2.32E-15
ENSG00000197321	-1.725314591	8.53E-15
ENSG00000102893	-1.72686567	3.25E-27
ENSG00000183780	-1.728030622	1.14E-15
ENSG00000145725	-1.732276669	2.62E-22
ENSG00000144460	-1.734087415	0.000261222
ENSG00000049192	-1.738185841	5.59E-05
ENSG00000247809	-1.739573329	2.15E-09
ENSG00000162526	-1.741620206	2.90E-05
ENSG00000146122	-1.742299502	0.000208445
ENSG00000204387	-1.743144994	8.13E-23
ENSG00000115290	-1.74706357	2.96E-05
ENSG00000223773	-1.754020836	2.84E-13
ENSG00000151322	-1.75409745	2.20E-09
ENSG00000147394	-1.756078571	1.89E-16
ENSG00000139428	-1.756385375	2.20E-07
ENSG00000166450	-1.756574432	1.16E-18
ENSG00000197977	-1.759011725	8.37E-18
ENSG00000118816	-1.761035562	2.07E-21
ENSG00000197183	-1.761716139	3.46E-07
ENSG00000136231	-1.762266585	3.11E-24
ENSG00000047849	-1.76373487	3.37E-15
ENSG00000248752	-1.764354744	1.04E-05
ENSG00000135709	-1.765374089	3.66E-09
ENSG00000139684	-1.767856371	8.39E-22
ENSG00000141449	-1.774689087	6.45E-21
ENSG00000088179	-1.774789723	8.09E-15
ENSG00000163453	-1.77599273	3.87E-06
ENSG00000075142	-1.781922556	4.89E-16
ENSG00000154222	-1.783311997	6.01E-13
ENSG00000137601	-1.78336004	3.93E-18
ENSG00000196155	-1.786228122	0.000828062
ENSG00000182985	-1.788191118	2.48E-15
ENSG00000126870	-1.789759538	1.72E-19
ENSG00000171160	-1.79133923	1.33E-05
ENSG00000171940	-1.79241301	5.30E-17
ENSG00000107560	-1.795604255	5.83E-16
ENSG00000100304	-1.795654951	6.78E-08
ENSG00000105245	-1.797012452	3.90E-17
ENSG00000141905	-1.797643154	6.90E-30
ENSG00000119787	-1.797771985	3.88E-19
ENSG00000026751	-1.798152843	0.000370207
ENSG00000115107	-1.798578789	5.84E-18
ENSG00000166619	-1.800256174	1.51E-13
ENSG00000136275	-1.801853113	2.45E-07
ENSG00000120942	-1.801926068	1.35E-07
ENSG00000011105	-1.802059747	7.44E-15
ENSG00000187118	-1.802558815	5.11E-20
ENSG00000072422	-1.806863035	6.74E-20
ENSG00000242861	-1.807502791	0.000600989
ENSG00000228614	-1.807860832	0.001687674
ENSG00000112182	-1.814072282	2.96E-10
ENSG00000131844	-1.81467327	4.69E-23
ENSG00000225361	-1.816199679	7.31E-09
ENSG00000105186	-1.817079279	4.71E-19
ENSG00000175216	-1.818563003	8.24E-28
ENSG00000070808	-1.819733491	0.000285816
ENSG00000278189	-1.823474573	2.07E-30
ENSG00000273730	-1.823586041	2.04E-30
ENSG00000275757	-1.823604728	2.04E-30
ENSG00000277739	-1.823669462	2.08E-30
ENSG00000274917	-1.823693041	2.06E-30
ENSG00000276700	-1.823724186	2.05E-30
ENSG00000114054	-1.82661747	1.02E-19
ENSG00000058063	-1.828369959	4.48E-20
ENSG00000170473	-1.832851156	1.13E-14
ENSG00000085224	-1.834802117	6.63E-18
ENSG00000135205	-1.835040749	3.11E-08
ENSG00000228439	-1.837829169	5.31E-11
ENSG00000154175	-1.838511499	1.63E-06
ENSG00000049246	-1.838891188	3.55E-07
ENSG00000064393	-1.841415899	2.31E-20
ENSG00000134769	-1.845046736	5.50E-15
ENSG00000140463	-1.84766035	1.33E-11
ENSG00000198416	-1.84789605	5.49E-16
ENSG00000102271	-1.850057404	9.91E-09
ENSG00000172260	-1.850942829	6.02E-19
ENSG00000281357	-1.852281099	2.55E-09
ENSG00000181031	-1.852951928	1.24E-05
ENSG00000257126	-1.854629802	3.36E-06
ENSG00000106733	-1.855444914	1.76E-06
ENSG00000008282	-1.859075857	5.52E-16
ENSG00000167315	-1.859399177	7.71E-18
ENSG00000196743	-1.86054871	1.99E-14
ENSG00000154027	-1.860959115	1.07E-10
ENSG00000166435	-1.861397777	1.41E-16
ENSG00000166444	-1.861816343	1.38E-20
ENSG00000150054	-1.86246394	6.14E-22
ENSG00000174606	-1.862481615	2.27E-15
ENSG00000129103	-1.864095636	2.71E-14
ENSG00000233818	-1.865104076	0.001684679
ENSG00000063660	-1.86596285	1.09E-05
ENSG00000117174	-1.866273752	1.82E-31
ENSG00000187325	-1.867075081	3.56E-12
ENSG00000185760	-1.86992828	1.18E-14
ENSG00000047617	-1.870539619	6.30E-20
ENSG00000149474	-1.877172793	6.44E-10
ENSG00000131389	-1.87810948	6.11E-20
ENSG00000050438	-1.878818626	4.00E-18
ENSG00000042317	-1.878979292	1.58E-17
ENSG00000236098	-1.881024464	0.001084222
ENSG00000078070	-1.881942718	9.40E-22
ENSG00000222000	-1.882752501	0.000175098
ENSG00000183230	-1.885531667	7.04E-22
ENSG00000109063	-1.88738151	0.000276231
ENSG00000168904	-1.890870609	9.43E-22
ENSG00000083290	-1.894479274	3.50E-10
ENSG00000275110	-1.894634001	0.00024108
ENSG00000233184	-1.89514064	6.54E-10
ENSG00000169760	-1.895551391	8.30E-15
ENSG00000029153	-1.895572033	9.44E-22
ENSG00000247675	-1.895650192	0.002255059
ENSG00000141956	-1.898692979	3.38E-18
ENSG00000170854	-1.899163543	3.32E-17
ENSG00000183621	-1.899415893	1.15E-15
ENSG00000125772	-1.900991083	4.38E-15
ENSG00000264063	-1.903060136	1.49E-11
ENSG00000141338	-1.903525972	6.26E-05
ENSG00000121578	-1.904624094	7.46E-12
ENSG00000066933	-1.907281357	3.58E-30
ENSG00000281641	-1.907592286	5.43E-08
ENSG00000144821	-1.90808606	0.002363373
ENSG00000145934	-1.911917585	5.15E-22
ENSG00000104290	-1.914312334	3.13E-13
ENSG00000170558	-1.914648079	1.77E-38
ENSG00000100599	-1.920511186	1.96E-25
ENSG00000132170	-1.920736689	3.40E-06
ENSG00000139329	-1.922305553	0.000518847
ENSG00000125170	-1.922859313	3.94E-05
ENSG00000223685	-1.923310684	0.001923114
ENSG00000163517	-1.929061517	9.04E-09
ENSG00000267374	-1.929356461	4.40E-19
ENSG00000155016	-1.929532868	3.29E-12
ENSG00000126106	-1.931303968	4.22E-08
ENSG00000164176	-1.931641872	8.81E-13
ENSG00000006756	-1.932106463	3.50E-06
ENSG00000092969	-1.933018092	1.61E-22
ENSG00000141401	-1.935929982	8.41E-11
ENSG00000101464	-1.936396233	8.15E-32
ENSG00000178694	-1.937551991	8.36E-21
ENSG00000110328	-1.940389865	4.44E-18
ENSG00000170191	-1.941350886	3.16E-20
ENSG00000100554	-1.942652537	2.01E-14
ENSG00000240521	-1.943108859	4.02E-05
ENSG00000088543	-1.947385457	4.37E-05
ENSG00000136874	-1.947670936	2.93E-19
ENSG00000101849	-1.949257246	1.11E-17
ENSG00000142687	-1.949585051	2.99E-28
ENSG00000102383	-1.952189389	2.70E-19
ENSG00000253500	-1.954185247	1.13E-27
ENSG00000184787	-1.95705411	8.41E-25
ENSG00000054611	-1.959855661	1.17E-23
ENSG00000083544	-1.967396225	1.17E-18
ENSG00000115271	-1.968478414	2.68E-11
ENSG00000133101	-1.968553907	0.000404468
ENSG00000146281	-1.970832405	6.62E-26
ENSG00000106459	-1.972671529	2.17E-31
ENSG00000243089	-1.973090276	0.000114179
ENSG00000100027	-1.973777431	0.000122065
ENSG00000075651	-1.974926759	2.25E-19
ENSG00000246859	-1.975225738	2.62E-08
ENSG00000135124	-1.975792814	1.17E-08
ENSG00000150540	-1.977833008	8.20E-14
ENSG00000169174	-1.979293237	0.00036788
ENSG00000085491	-1.979443639	1.46E-31
ENSG00000213047	-1.983791541	1.44E-27
ENSG00000102452	-1.984487128	1.24E-14
ENSG00000254303	-1.986664169	5.19E-06
ENSG00000101938	-1.992796555	4.14E-11
ENSG00000140451	-1.994892663	1.61E-07
ENSG00000169604	-2.0016962	7.47E-33
ENSG00000258565	-2.003565955	2.16E-06
ENSG00000163751	-2.006764502	2.66E-13
ENSG00000156795	-2.009867251	1.24E-23
ENSG00000163626	-2.012293805	3.96E-12
ENSG00000274210	-2.013426167	6.14E-12
ENSG00000144331	-2.014007461	8.53E-16
ENSG00000184675	-2.01516138	8.56E-16
ENSG00000100982	-2.018269088	3.93E-15
ENSG00000136044	-2.018890919	3.24E-27
ENSG00000175003	-2.020052418	0.000257849
ENSG00000277726	-2.024378301	2.15E-18
ENSG00000126785	-2.025420571	9.35E-19
ENSG00000148180	-2.025721233	1.23E-18
ENSG00000176055	-2.026574641	9.95E-12
ENSG00000067066	-2.030496667	6.67E-14
ENSG00000156869	-2.030782463	5.05E-12
ENSG00000197415	-2.033643218	3.89E-14
ENSG00000215374	-2.035148612	0.000544435
ENSG00000075303	-2.035180058	2.43E-17
ENSG00000153814	-2.036803431	1.10E-27
ENSG00000129003	-2.0394916	1.63E-31
ENSG00000181381	-2.040406787	3.62E-24
ENSG00000165102	-2.040889854	2.27E-15
ENSG00000162618	-2.044903325	3.60E-06
ENSG00000116711	-2.047629995	0.000592474
ENSG00000169116	-2.047942475	6.65E-08
ENSG00000204767	-2.049048919	0.002098738
ENSG00000198624	-2.050431999	1.24E-11
ENSG00000164761	-2.050509037	1.33E-08
ENSG00000134516	-2.050789828	1.53E-22
ENSG00000159921	-2.053680845	2.55E-35
ENSG00000162976	-2.055100028	0.000392037
ENSG00000151743	-2.055690984	2.03E-08
ENSG00000145416	-2.057656119	5.15E-35
ENSG00000267322	-2.059825868	0.000107074
ENSG00000078269	-2.060890937	1.00E-16
ENSG00000116127	-2.061915045	4.09E-30
ENSG00000157657	-2.06230867	4.93E-13
ENSG00000141384	-2.065500007	1.10E-28
ENSG00000258751	-2.065642401	3.20E-05
ENSG00000162105	-2.065784069	6.54E-13
ENSG00000179241	-2.066884964	1.54E-32
ENSG00000162512	-2.075416057	4.31E-05
ENSG00000154511	-2.076563771	1.43E-13
ENSG00000146530	-2.080193782	6.36E-08
ENSG00000134259	-2.081324981	1.04E-22
ENSG00000139209	-2.081515072	0.000596172
ENSG00000101220	-2.081861822	6.78E-16
ENSG00000141639	-2.082214142	5.87E-05
ENSG00000283199	-2.084406516	8.75E-06
ENSG00000165757	-2.086302541	7.64E-05
ENSG00000158079	-2.088064836	7.94E-25
ENSG00000112137	-2.088227554	2.11E-30
ENSG00000189362	-2.088597004	4.07E-11
ENSG00000233080	-2.089558882	4.16E-07
ENSG00000101846	-2.090554862	2.56E-10
ENSG00000187398	-2.093232068	8.64E-15
ENSG00000173599	-2.098947534	8.88E-19
ENSG00000226472	-2.100697801	4.68E-07
ENSG00000247708	-2.102722243	1.79E-17
ENSG00000172059	-2.106903594	2.63E-08
ENSG00000137198	-2.109202675	6.82E-12
ENSG00000032389	-2.111227948	5.23E-34
ENSG00000021826	-2.118478	2.52E-21
ENSG00000082482	-2.121183012	1.96E-21
ENSG00000162687	-2.122857174	2.50E-23
ENSG00000133106	-2.123289654	0.001490594
ENSG00000100526	-2.124327787	2.66E-28
ENSG00000258526	-2.126947318	5.43E-05
ENSG00000129038	-2.129587282	1.12E-20
ENSG00000229981	-2.131041482	7.90E-05
ENSG00000118246	-2.137498756	1.48E-25
ENSG00000148848	-2.137984744	4.05E-15
ENSG00000152620	-2.138954491	2.14E-21
ENSG00000162542	-2.142577447	3.13E-20
ENSG00000186615	-2.142792188	9.07E-09
ENSG00000206129	-2.143162329	0.000120204
ENSG00000184465	-2.145049281	5.38E-11
ENSG00000184178	-2.146718373	5.65E-30
ENSG00000253524	-2.150071912	3.12E-17
ENSG00000167632	-2.150653753	1.01E-21
ENSG00000116151	-2.154502073	0.001499643
ENSG00000151466	-2.154937763	4.83E-26
ENSG00000136213	-2.158104799	1.84E-16
ENSG00000251555	-2.158688342	4.11E-09
ENSG00000106683	-2.15924292	3.38E-18
ENSG00000166401	-2.159789231	2.89E-06
ENSG00000227036	-2.159856378	3.28E-20
ENSG00000106799	-2.162490974	2.48E-20
ENSG00000276216	-2.167085508	3.09E-13
ENSG00000226674	-2.171994639	7.41E-05
ENSG00000273723	-2.175141686	5.67E-06
ENSG00000197818	-2.175564703	7.03E-23
ENSG00000140374	-2.178924859	2.07E-37
ENSG00000178662	-2.182115093	1.31E-09
ENSG00000259712	-2.184267038	0.000396315
ENSG00000137962	-2.190156828	1.17E-29
ENSG00000105339	-2.193003842	1.41E-17
ENSG00000082146	-2.201017461	3.83E-23
