gene_id	log2FC	pvalue
ENSG00000013375	0.1	1
ENSG00000013392	0.1	1
ENSG00000013561	0.1	1
ENSG00000013563	0.1	1
ENSG00000013573	0.1	1
ENSG00000013588	0.1	1
ENSG00000013725	0.1	1
ENSG00000013810	0.1	1
ENSG00000014123	0.1	1
ENSG00000014138	0.1	1
ENSG00000014164	0.1	1
ENSG00000014216	0.1	1
ENSG00000014257	0.1	1
ENSG00000014641	0.1	1
ENSG00000014919	0.1	1
ENSG00000015153	0.1	1
ENSG00000015171	0.1	1
ENSG00000015285	0.1	1
ENSG00000015413	0.1	1
ENSG00000015479	0.1	1
ENSG00000015520	0.1	1
ENSG00000015532	0.1	1
ENSG00000015568	0.1	1
ENSG00000015592	0.1	1
ENSG00000015676	0.1	1
ENSG00000016391	0.1	1
ENSG00000016402	0.1	1
ENSG00000016490	0.1	1
ENSG00000016602	0.1	1
ENSG00000016864	0.1	1
ENSG00000017427	0.1	1
ENSG00000017483	0.1	1
ENSG00000017797	0.1	1
ENSG00000018236	0.1	1
ENSG00000018280	0.1	1
ENSG00000018408	0.1	1
ENSG00000018510	0.1	1
ENSG00000018610	0.1	1
ENSG00000018625	0.1	1
ENSG00000018699	0.1	1
ENSG00000018869	0.1	1
ENSG00000019102	0.1	1
ENSG00000019144	0.1	1
ENSG00000019169	0.1	1
ENSG00000019186	0.1	1
ENSG00000019505	0.1	1
ENSG00000019549	0.1	1
ENSG00000019582	0.1	1
ENSG00000019991	0.1	1
ENSG00000019995	0.1	1
ENSG00000020129	0.1	1
ENSG00000020181	0.1	1
ENSG00000020426	0.1	1
ENSG00000020577	0.1	1
ENSG00000020633	0.1	1
ENSG00000021300	0.1	1
ENSG00000021461	0.1	1
ENSG00000021574	0.1	1
ENSG00000021645	0.1	1
ENSG00000021776	0.1	1
ENSG00000021852	0.1	1
ENSG00000022267	0.1	1
ENSG00000022277	0.1	1
ENSG00000022355	0.1	1
ENSG00000022556	0.1	1
ENSG00000022567	0.1	1
ENSG00000022840	0.1	1
ENSG00000023041	0.1	1
ENSG00000023171	0.1	1
ENSG00000023191	0.1	1
ENSG00000023228	0.1	1
ENSG00000023287	0.1	1
ENSG00000023318	0.1	1
ENSG00000023330	0.1	1
ENSG00000023445	0.1	1
ENSG00000023572	0.1	1
ENSG00000023734	0.1	1
ENSG00000023839	0.1	1
ENSG00000023892	0.1	1
ENSG00000023902	0.1	1
ENSG00000023909	0.1	1
ENSG00000024048	0.1	1
ENSG00000024422	0.1	1
ENSG00000024526	0.1	1
ENSG00000025039	0.1	1
ENSG00000025156	0.1	1
ENSG00000025423	0.1	1
ENSG00000025434	0.1	1
ENSG00000025708	0.1	1
ENSG00000025770	0.1	1
ENSG00000025772	0.1	1
ENSG00000025800	0.1	1
ENSG00000026025	0.1	1
ENSG00000026036	0.1	1
ENSG00000026297	0.1	1
ENSG00000026508	0.1	1
ENSG00000026559	0.1	1
ENSG00000026950	0.1	1
ENSG00000027001	0.1	1
ENSG00000027644	0.1	1
ENSG00000027697	0.1	1
ENSG00000027847	0.1	1
ENSG00000027869	0.1	1
ENSG00000028116	0.1	1
ENSG00000028137	0.1	1
ENSG00000028203	0.1	1
ENSG00000028277	0.1	1
ENSG00000028310	0.1	1
ENSG00000028528	0.1	1
ENSG00000028839	0.1	1
ENSG00000029363	0.1	1
ENSG00000029364	0.1	1
ENSG00000029534	0.1	1
ENSG00000029559	0.1	1
ENSG00000029639	0.1	1
ENSG00000029725	0.1	1
ENSG00000029993	0.1	1
ENSG00000030066	0.1	1
ENSG00000030110	0.1	1
ENSG00000030304	0.1	1
ENSG00000030419	0.1	1
ENSG00000030582	0.1	1
ENSG00000031003	0.1	1
ENSG00000031691	0.1	1
ENSG00000031698	0.1	1
ENSG00000031823	0.1	1
ENSG00000032219	0.1	1
ENSG00000032444	0.1	1
ENSG00000033011	0.1	1
ENSG00000033030	0.1	1
ENSG00000033050	0.1	1
ENSG00000033100	0.1	1
ENSG00000033122	0.1	1
ENSG00000033170	0.1	1
ENSG00000033178	0.1	1
ENSG00000033327	0.1	1
ENSG00000033627	0.1	1
ENSG00000033800	0.1	1
ENSG00000033867	0.1	1
ENSG00000034053	0.1	1
ENSG00000034239	0.1	1
ENSG00000034510	0.1	1
ENSG00000034533	0.1	1
ENSG00000034677	0.1	1
ENSG00000034693	0.1	1
ENSG00000034713	0.1	1
ENSG00000034971	0.1	1
ENSG00000035115	0.1	1
ENSG00000035141	0.1	1
ENSG00000035664	0.1	1
ENSG00000035681	0.1	1
ENSG00000035687	0.1	1
ENSG00000035720	0.1	1
ENSG00000035862	0.1	1
ENSG00000035928	0.1	1
ENSG00000036054	0.1	1
ENSG00000036257	0.1	1
ENSG00000036473	0.1	1
ENSG00000036530	0.1	1
ENSG00000036549	0.1	1
ENSG00000036565	0.1	1
ENSG00000036672	0.1	1
ENSG00000036828	0.1	1
ENSG00000037042	0.1	1
ENSG00000037241	0.1	1
ENSG00000037280	0.1	1
ENSG00000037474	0.1	1
ENSG00000037637	0.1	1
ENSG00000037749	0.1	1
ENSG00000037757	0.1	1
ENSG00000037965	0.1	1
ENSG00000038219	0.1	1
ENSG00000038274	0.1	1
ENSG00000038295	0.1	1
ENSG00000038358	0.1	1
ENSG00000038945	0.1	1
ENSG00000039068	0.1	1
ENSG00000039123	0.1	1
ENSG00000039139	0.1	1
ENSG00000039523	0.1	1
ENSG00000039537	0.1	1
ENSG00000039560	0.1	1
ENSG00000039600	0.1	1
ENSG00000039650	0.1	1
ENSG00000039987	0.1	1
ENSG00000040275	0.1	1
ENSG00000040341	0.1	1
ENSG00000040531	0.1	1
ENSG00000040608	0.1	1
ENSG00000040633	0.1	1
ENSG00000041353	0.1	1
ENSG00000041357	0.1	1
ENSG00000041515	0.1	1
ENSG00000041802	0.1	1
ENSG00000041880	0.1	1
ENSG00000041982	0.1	1
ENSG00000042062	0.1	1
ENSG00000042088	0.1	1
ENSG00000042286	0.1	1
ENSG00000042429	0.1	1
ENSG00000042445	0.1	1
ENSG00000042493	0.1	1
ENSG00000042753	0.1	1
ENSG00000042781	0.1	1
ENSG00000042813	0.1	1
ENSG00000042832	0.1	1
ENSG00000042980	0.1	1
ENSG00000043039	0.1	1
ENSG00000043093	0.1	1
ENSG00000043143	0.1	1
ENSG00000043355	0.1	1
ENSG00000043462	0.1	1
ENSG00000043514	0.1	1
ENSG00000043591	0.1	1
ENSG00000044012	0.1	1
ENSG00000044090	0.1	1
ENSG00000044446	0.1	1
ENSG00000044524	0.1	1
ENSG00000046604	0.1	1
ENSG00000046647	0.1	1
ENSG00000046651	0.1	1
ENSG00000046653	0.1	1
ENSG00000046774	0.1	1
ENSG00000046889	0.1	1
ENSG00000047056	0.1	1
ENSG00000047230	0.1	1
ENSG00000047249	0.1	1
ENSG00000047315	0.1	1
ENSG00000047365	0.1	1
ENSG00000047410	0.1	1
ENSG00000047457	0.1	1
ENSG00000047578	0.1	1
ENSG00000047579	0.1	1
ENSG00000047597	0.1	1
ENSG00000047621	0.1	1
ENSG00000047634	0.1	1
ENSG00000047644	0.1	1
ENSG00000047648	0.1	1
ENSG00000047932	0.1	1
ENSG00000047936	0.1	1
ENSG00000048028	0.1	1
ENSG00000048140	0.1	1
ENSG00000048162	0.1	1
ENSG00000048342	0.1	1
ENSG00000048405	0.1	1
ENSG00000048462	0.1	1
ENSG00000048540	0.1	1
ENSG00000048544	0.1	1
ENSG00000048545	0.1	1
ENSG00000048707	0.1	1
ENSG00000048740	0.1	1
ENSG00000048828	0.1	1
ENSG00000049089	0.1	1
ENSG00000049245	0.1	1
ENSG00000049247	0.1	1
ENSG00000049249	0.1	1
ENSG00000049283	0.1	1
ENSG00000049323	0.1	1
ENSG00000049449	0.1	1
ENSG00000049540	0.1	1
ENSG00000049541	0.1	1
ENSG00000049618	0.1	1
ENSG00000049656	0.1	1
ENSG00000049759	0.1	1
ENSG00000049768	0.1	1
ENSG00000049860	0.1	1
ENSG00000049883	0.1	1
ENSG00000050030	0.1	1
ENSG00000050130	0.1	1
ENSG00000050327	0.1	1
ENSG00000050393	0.1	1
ENSG00000050405	0.1	1
ENSG00000050426	0.1	1
ENSG00000050555	0.1	1
ENSG00000050628	0.1	1
ENSG00000050730	0.1	1
ENSG00000050748	0.1	1
ENSG00000050767	0.1	1
ENSG00000050820	0.1	1
ENSG00000051180	0.1	1
ENSG00000051341	0.1	1
ENSG00000051382	0.1	1
ENSG00000051523	0.1	1
ENSG00000051596	0.1	1
ENSG00000051620	0.1	1
ENSG00000052126	0.1	1
ENSG00000052344	0.1	1
ENSG00000052723	0.1	1
ENSG00000052749	0.1	1
ENSG00000052795	0.1	1
ENSG00000052802	0.1	1
ENSG00000052850	0.1	1
ENSG00000053108	0.1	1
ENSG00000053328	0.1	1
ENSG00000053371	0.1	1
ENSG00000053372	0.1	1
ENSG00000053438	0.1	1
ENSG00000053501	0.1	1
ENSG00000053702	0.1	1
ENSG00000053900	0.1	1
ENSG00000053918	0.1	1
ENSG00000054118	0.1	1
ENSG00000054148	0.1	1
ENSG00000054179	0.1	1
ENSG00000054219	0.1	1
ENSG00000054267	0.1	1
ENSG00000054277	0.1	1
ENSG00000054282	0.1	1
ENSG00000054356	0.1	1
ENSG00000054392	0.1	1
ENSG00000054654	0.1	1
ENSG00000054793	0.1	1
ENSG00000054796	0.1	1
ENSG00000054803	0.1	1
ENSG00000054938	0.1	1
ENSG00000054965	0.1	1
ENSG00000054967	0.1	1
ENSG00000055070	0.1	1
ENSG00000055118	0.1	1
ENSG00000055130	0.1	1
ENSG00000055147	0.1	1
ENSG00000055208	0.1	1
ENSG00000055211	0.1	1
ENSG00000055332	0.1	1
ENSG00000055483	0.1	1
ENSG00000055609	0.1	1
ENSG00000055732	0.1	1
ENSG00000055813	0.1	1
ENSG00000055917	0.1	1
ENSG00000055950	0.1	1
ENSG00000055955	0.1	1
ENSG00000055957	0.1	1
ENSG00000056050	0.1	1
ENSG00000056291	0.1	1
ENSG00000056487	0.1	1
ENSG00000056558	0.1	1
ENSG00000056736	0.1	1
ENSG00000056972	0.1	1
ENSG00000056998	0.1	1
ENSG00000057019	0.1	1
ENSG00000057149	0.1	1
ENSG00000057252	0.1	1
ENSG00000057294	0.1	1
ENSG00000057593	0.1	1
ENSG00000057608	0.1	1
ENSG00000057657	0.1	1
ENSG00000057663	0.1	1
ENSG00000057757	0.1	1
ENSG00000057935	0.1	1
ENSG00000058056	0.1	1
ENSG00000058091	0.1	1
ENSG00000058262	0.1	1
ENSG00000058272	0.1	1
ENSG00000058335	0.1	1
ENSG00000058404	0.1	1
ENSG00000058453	0.1	1
ENSG00000058668	0.1	1
ENSG00000058673	0.1	1
ENSG00000058729	0.1	1
ENSG00000058804	0.1	1
ENSG00000059122	0.1	1
ENSG00000059145	0.1	1
ENSG00000059377	0.1	1
ENSG00000059573	0.1	1
ENSG00000059691	0.1	1
ENSG00000059758	0.1	1
ENSG00000059769	0.1	1
ENSG00000059804	0.1	1
ENSG00000059915	0.1	1
ENSG00000060069	0.1	1
ENSG00000060138	0.1	1
ENSG00000060237	0.1	1
ENSG00000060339	0.1	1
ENSG00000060491	0.1	1
ENSG00000060558	0.1	1
ENSG00000060566	0.1	1
ENSG00000060642	0.1	1
ENSG00000060656	0.1	1
ENSG00000060688	0.1	1
ENSG00000060709	0.1	1
ENSG00000060718	0.1	1
ENSG00000060749	0.1	1
ENSG00000060762	0.1	1
ENSG00000060971	0.1	1
ENSG00000060982	0.1	1
ENSG00000061273	0.1	1
ENSG00000061337	0.1	1
ENSG00000061492	0.1	1
ENSG00000061656	0.1	1
ENSG00000061676	0.1	1
ENSG00000061794	0.1	1
ENSG00000061936	0.1	1
ENSG00000061938	0.1	1
ENSG00000061987	0.1	1
ENSG00000062038	0.1	1
ENSG00000062096	0.1	1
ENSG00000062282	0.1	1
ENSG00000062370	0.1	1
ENSG00000062485	0.1	1
ENSG00000062524	0.1	1
ENSG00000062582	0.1	1
ENSG00000062598	0.1	1
ENSG00000062650	0.1	1
ENSG00000062716	0.1	1
ENSG00000062725	0.1	1
ENSG00000062822	0.1	1
ENSG00000063015	0.1	1
ENSG00000063046	0.1	1
ENSG00000063127	0.1	1
ENSG00000063176	0.1	1
ENSG00000063177	0.1	1
ENSG00000063180	0.1	1
ENSG00000063244	0.1	1
ENSG00000063245	0.1	1
ENSG00000063322	0.1	1
ENSG00000063515	0.1	1
ENSG00000063587	0.1	1
ENSG00000063854	0.1	1
ENSG00000063978	0.1	1
ENSG00000064012	0.1	1
ENSG00000064042	0.1	1
ENSG00000064102	0.1	1
ENSG00000064115	0.1	1
ENSG00000064195	0.1	1
ENSG00000064199	0.1	1
ENSG00000064201	0.1	1
ENSG00000064205	0.1	1
ENSG00000064218	0.1	1
ENSG00000064270	0.1	1
ENSG00000064300	0.1	1
ENSG00000064313	0.1	1
ENSG00000064419	0.1	1
ENSG00000064489	0.1	1
ENSG00000064490	0.1	1
ENSG00000064545	0.1	1
ENSG00000064547	0.1	1
ENSG00000064601	0.1	1
ENSG00000064607	0.1	1
ENSG00000064651	0.1	1
ENSG00000064655	0.1	1
ENSG00000064666	0.1	1
ENSG00000064687	0.1	1
ENSG00000064703	0.1	1
ENSG00000064726	0.1	1
ENSG00000064763	0.1	1
ENSG00000064787	0.1	1
ENSG00000064835	0.1	1
ENSG00000064886	0.1	1
ENSG00000064932	0.1	1
ENSG00000064961	0.1	1
ENSG00000064989	0.1	1
ENSG00000064995	0.1	1
ENSG00000064999	0.1	1
ENSG00000065054	0.1	1
ENSG00000065057	0.1	1
ENSG00000065060	0.1	1
ENSG00000065135	0.1	1
ENSG00000065150	0.1	1
ENSG00000065154	0.1	1
ENSG00000065183	0.1	1
ENSG00000065268	0.1	1
ENSG00000065308	0.1	1
ENSG00000065320	0.1	1
ENSG00000065325	0.1	1
ENSG00000065328	0.1	1
ENSG00000065357	0.1	1
ENSG00000065361	0.1	1
ENSG00000065371	0.1	1
ENSG00000065413	0.1	1
ENSG00000065427	0.1	1
ENSG00000065457	0.1	1
ENSG00000065485	0.1	1
ENSG00000065491	0.1	1
ENSG00000065518	0.1	1
ENSG00000065548	0.1	1
ENSG00000065559	0.1	1
ENSG00000065600	0.1	1
ENSG00000065609	0.1	1
ENSG00000065613	0.1	1
ENSG00000065618	0.1	1
ENSG00000065665	0.1	1
ENSG00000065675	0.1	1
ENSG00000065717	0.1	1
ENSG00000065802	0.1	1
ENSG00000065833	0.1	1
ENSG00000065883	0.1	1
ENSG00000065911	0.1	1
ENSG00000065923	0.1	1
ENSG00000065970	0.1	1
ENSG00000065978	0.1	1
ENSG00000065989	0.1	1
ENSG00000066027	0.1	1
ENSG00000066032	0.1	1
ENSG00000066044	0.1	1
ENSG00000066056	0.1	1
ENSG00000066084	0.1	1
ENSG00000066117	0.1	1
ENSG00000066135	0.1	1
ENSG00000066136	0.1	1
ENSG00000066185	0.1	1
ENSG00000066230	0.1	1
ENSG00000066248	0.1	1
ENSG00000066279	0.1	1
ENSG00000066294	0.1	1
ENSG00000066322	0.1	1
ENSG00000066336	0.1	1
ENSG00000066379	0.1	1
ENSG00000066382	0.1	1
ENSG00000066405	0.1	1
ENSG00000066427	0.1	1
ENSG00000066455	0.1	1
ENSG00000066468	0.1	1
ENSG00000066557	0.1	1
ENSG00000066583	0.1	1
ENSG00000066651	0.1	1
ENSG00000066654	0.1	1
ENSG00000066697	0.1	1
ENSG00000066735	0.1	1
ENSG00000066739	0.1	1
ENSG00000066777	0.1	1
ENSG00000066813	0.1	1
ENSG00000066827	0.1	1
ENSG00000066855	0.1	1
ENSG00000066923	0.1	1
ENSG00000066926	0.1	1
ENSG00000067048	0.1	1
ENSG00000067064	0.1	1
ENSG00000067082	0.1	1
ENSG00000067141	0.1	1
ENSG00000067167	0.1	1
ENSG00000067182	0.1	1
ENSG00000067191	0.1	1
ENSG00000067208	0.1	1
ENSG00000067221	0.1	1
ENSG00000067225	0.1	1
ENSG00000067248	0.1	1
ENSG00000067365	0.1	1
ENSG00000067369	0.1	1
ENSG00000067445	0.1	1
ENSG00000067533	0.1	1
ENSG00000067560	0.1	1
ENSG00000067596	0.1	1
ENSG00000067606	0.1	1
ENSG00000067646	0.1	1
ENSG00000067704	0.1	1
ENSG00000067715	0.1	1
ENSG00000067829	0.1	1
ENSG00000067836	0.1	1
ENSG00000067840	0.1	1
ENSG00000067842	0.1	1
ENSG00000067900	0.1	1
ENSG00000067955	0.1	1
ENSG00000067992	0.1	1
ENSG00000068028	0.1	1
ENSG00000068078	0.1	1
ENSG00000068120	0.1	1
ENSG00000068137	0.1	1
ENSG00000068305	0.1	1
ENSG00000068308	0.1	1
ENSG00000068323	0.1	1
ENSG00000068354	0.1	1
ENSG00000068366	0.1	1
ENSG00000068394	0.1	1
ENSG00000068400	0.1	1
ENSG00000068438	0.1	1
ENSG00000068654	0.1	1
ENSG00000068697	0.1	1
ENSG00000068724	0.1	1
ENSG00000068745	0.1	1
ENSG00000068781	0.1	1
ENSG00000068796	0.1	1
ENSG00000068831	0.1	1
ENSG00000068878	0.1	1
ENSG00000068885	0.1	1
ENSG00000068903	0.1	1
ENSG00000068912	0.1	1
ENSG00000068971	0.1	1
ENSG00000068976	0.1	1
ENSG00000068985	0.1	1
ENSG00000069018	0.1	1
ENSG00000069020	0.1	1
ENSG00000069122	0.1	1
ENSG00000069188	0.1	1
ENSG00000069206	0.1	1
ENSG00000069248	0.1	1
ENSG00000069275	0.1	1
ENSG00000069329	0.1	1
ENSG00000069345	0.1	1
ENSG00000069482	0.1	1
ENSG00000069509	0.1	1
ENSG00000069535	0.1	1
ENSG00000069696	0.1	1
ENSG00000069764	0.1	1
ENSG00000069812	0.1	1
ENSG00000069849	0.1	1
ENSG00000069869	0.1	1
ENSG00000069943	0.1	1
ENSG00000069966	0.1	1
ENSG00000069974	0.1	1
ENSG00000069998	0.1	1
ENSG00000070010	0.1	1
ENSG00000070018	0.1	1
ENSG00000070019	0.1	1
ENSG00000070031	0.1	1
ENSG00000070047	0.1	1
ENSG00000070061	0.1	1
ENSG00000070081	0.1	1
ENSG00000070087	0.1	1
ENSG00000070182	0.1	1
ENSG00000070190	0.1	1
ENSG00000070193	0.1	1
ENSG00000070269	0.1	1
ENSG00000070367	0.1	1
ENSG00000070388	0.1	1
ENSG00000070404	0.1	1
ENSG00000070423	0.1	1
ENSG00000070476	0.1	1
ENSG00000070501	0.1	1
ENSG00000070526	0.1	1
ENSG00000070601	0.1	1
ENSG00000070610	0.1	1
ENSG00000070614	0.1	1
ENSG00000070669	0.1	1
ENSG00000070718	0.1	1
ENSG00000070729	0.1	1
ENSG00000070731	0.1	1
ENSG00000070748	0.1	1
ENSG00000070756	0.1	1
ENSG00000070759	0.1	1
ENSG00000070761	0.1	1
ENSG00000070770	0.1	1
ENSG00000070778	0.1	1
ENSG00000070785	0.1	1
ENSG00000070814	0.1	1
ENSG00000070831	0.1	1
ENSG00000070886	0.1	1
ENSG00000070915	0.1	1
ENSG00000070961	0.1	1
ENSG00000070985	0.1	1
ENSG00000071054	0.1	1
ENSG00000071073	0.1	1
ENSG00000071127	0.1	1
ENSG00000071189	0.1	1
ENSG00000071203	0.1	1
ENSG00000071205	0.1	1
ENSG00000071242	0.1	1
ENSG00000071246	0.1	1
ENSG00000071282	0.1	1
ENSG00000071462	0.1	1
ENSG00000071537	0.1	1
ENSG00000071539	0.1	1
ENSG00000071553	0.1	1
ENSG00000071564	0.1	1
ENSG00000071626	0.1	1
ENSG00000071655	0.1	1
ENSG00000071677	0.1	1
ENSG00000071794	0.1	1
ENSG00000071859	0.1	1
ENSG00000071889	0.1	1
ENSG00000071894	0.1	1
ENSG00000071909	0.1	1
ENSG00000071967	0.1	1
ENSG00000071991	0.1	1
ENSG00000072041	0.1	1
ENSG00000072042	0.1	1
ENSG00000072062	0.1	1
ENSG00000072071	0.1	1
ENSG00000072080	0.1	1
ENSG00000072110	0.1	1
ENSG00000072121	0.1	1
ENSG00000072133	0.1	1
ENSG00000072135	0.1	1
ENSG00000072163	0.1	1
ENSG00000072182	0.1	1
ENSG00000072195	0.1	1
ENSG00000072201	0.1	1
ENSG00000072274	0.1	1
ENSG00000072310	0.1	1
ENSG00000072315	0.1	1
ENSG00000072364	0.1	1
ENSG00000072415	0.1	1
ENSG00000072506	0.1	1
ENSG00000072518	0.1	1
ENSG00000072609	0.1	1
ENSG00000072657	0.1	1
ENSG00000072694	0.1	1
ENSG00000072736	0.1	1
ENSG00000072756	0.1	1
ENSG00000072778	0.1	1
ENSG00000072786	0.1	1
ENSG00000072803	0.1	1
ENSG00000072818	0.1	1
ENSG00000072832	0.1	1
ENSG00000072849	0.1	1
ENSG00000072858	0.1	1
ENSG00000072952	0.1	1
ENSG00000072954	0.1	1
ENSG00000072958	0.1	1
ENSG00000073008	0.1	1
ENSG00000073050	0.1	1
ENSG00000073060	0.1	1
ENSG00000073067	0.1	1
ENSG00000073111	0.1	1
ENSG00000073146	0.1	1
ENSG00000073150	0.1	1
ENSG00000073169	0.1	1
ENSG00000073282	0.1	1
ENSG00000073350	0.1	1
ENSG00000073417	0.1	1
ENSG00000073464	0.1	1
ENSG00000073536	0.1	1
ENSG00000073578	0.1	1
ENSG00000073598	0.1	1
ENSG00000073670	0.1	1
ENSG00000073712	0.1	1
ENSG00000073734	0.1	1
ENSG00000073737	0.1	1
ENSG00000073754	0.1	1
ENSG00000073756	0.1	1
ENSG00000073792	0.1	1
ENSG00000073849	0.1	1
ENSG00000073861	0.1	1
ENSG00000073921	0.1	1
ENSG00000073969	0.1	1
ENSG00000074054	0.1	1
ENSG00000074071	0.1	1
ENSG00000074181	0.1	1
ENSG00000074211	0.1	1
ENSG00000074266	0.1	1
ENSG00000074276	0.1	1
ENSG00000074317	0.1	1
ENSG00000074319	0.1	1
ENSG00000074356	0.1	1
ENSG00000074370	0.1	1
ENSG00000074410	0.1	1
ENSG00000074416	0.1	1
ENSG00000074590	0.1	1
ENSG00000074603	0.1	1
ENSG00000074657	0.1	1
ENSG00000074660	0.1	1
ENSG00000074695	0.1	1
ENSG00000074696	0.1	1
ENSG00000074706	0.1	1
ENSG00000074755	0.1	1
ENSG00000074771	0.1	1
ENSG00000074800	0.1	1
ENSG00000074803	0.1	1
ENSG00000074855	0.1	1
ENSG00000074935	0.1	1
ENSG00000074964	0.1	1
ENSG00000074966	0.1	1
ENSG00000075035	0.1	1
ENSG00000075043	0.1	1
ENSG00000075073	0.1	1
ENSG00000075131	0.1	1
ENSG00000075151	0.1	1
ENSG00000075213	0.1	1
ENSG00000075218	0.1	1
ENSG00000075223	0.1	1
ENSG00000075234	0.1	1
ENSG00000075275	0.1	1
ENSG00000075290	0.1	1
ENSG00000075292	0.1	1
ENSG00000075336	0.1	1
ENSG00000075340	0.1	1
ENSG00000075388	0.1	1
ENSG00000075391	0.1	1
ENSG00000075399	0.1	1
ENSG00000075407	0.1	1
ENSG00000075415	0.1	1
ENSG00000075426	0.1	1
ENSG00000075429	0.1	1
ENSG00000075461	0.1	1
ENSG00000075539	0.1	1
ENSG00000075568	0.1	1
ENSG00000075618	0.1	1
ENSG00000075624	0.1	1
ENSG00000075643	0.1	1
ENSG00000075673	0.1	1
ENSG00000075711	0.1	1
ENSG00000075785	0.1	1
ENSG00000075856	0.1	1
ENSG00000075884	0.1	1
ENSG00000075886	0.1	1
ENSG00000075891	0.1	1
ENSG00000075914	0.1	1
ENSG00000075945	0.1	1
ENSG00000075975	0.1	1
ENSG00000076003	0.1	1
ENSG00000076043	0.1	1
ENSG00000076053	0.1	1
ENSG00000076067	0.1	1
ENSG00000076108	0.1	1
ENSG00000076201	0.1	1
ENSG00000076242	0.1	1
ENSG00000076248	0.1	1
ENSG00000076258	0.1	1
ENSG00000076321	0.1	1
ENSG00000076344	0.1	1
ENSG00000076351	0.1	1
ENSG00000076356	0.1	1
ENSG00000076382	0.1	1
ENSG00000076513	0.1	1
ENSG00000076554	0.1	1
ENSG00000076604	0.1	1
ENSG00000076641	0.1	1
ENSG00000076650	0.1	1
ENSG00000076662	0.1	1
ENSG00000076706	0.1	1
ENSG00000076716	0.1	1
ENSG00000076770	0.1	1
ENSG00000076826	0.1	1
ENSG00000076864	0.1	1
ENSG00000076924	0.1	1
ENSG00000076928	0.1	1
ENSG00000076944	0.1	1
ENSG00000076984	0.1	1
ENSG00000077009	0.1	1
ENSG00000077044	0.1	1
ENSG00000077063	0.1	1
ENSG00000077080	0.1	1
ENSG00000077092	0.1	1
ENSG00000077097	0.1	1
ENSG00000077147	0.1	1
ENSG00000077150	0.1	1
ENSG00000077152	0.1	1
ENSG00000077157	0.1	1
ENSG00000077235	0.1	1
ENSG00000077238	0.1	1
ENSG00000077254	0.1	1
ENSG00000077264	0.1	1
ENSG00000077274	0.1	1
ENSG00000077279	0.1	1
ENSG00000077327	0.1	1
ENSG00000077348	0.1	1
ENSG00000077380	0.1	1
ENSG00000077420	0.1	1
ENSG00000077454	0.1	1
ENSG00000077458	0.1	1
ENSG00000077463	0.1	1
ENSG00000077498	0.1	1
ENSG00000077514	0.1	1
ENSG00000077522	0.1	1
ENSG00000077549	0.1	1
ENSG00000077585	0.1	1
ENSG00000077616	0.1	1
ENSG00000077721	0.1	1
ENSG00000077782	0.1	1
ENSG00000077800	0.1	1
ENSG00000077935	0.1	1
ENSG00000077942	0.1	1
ENSG00000077943	0.1	1
ENSG00000077984	0.1	1
ENSG00000078043	0.1	1
ENSG00000078053	0.1	1
ENSG00000078061	0.1	1
ENSG00000078081	0.1	1
ENSG00000078114	0.1	1
ENSG00000078124	0.1	1
ENSG00000078140	0.1	1
ENSG00000078142	0.1	1
ENSG00000078177	0.1	1
ENSG00000078237	0.1	1
ENSG00000078246	0.1	1
ENSG00000078304	0.1	1
ENSG00000078328	0.1	1
ENSG00000078369	0.1	1
ENSG00000078399	0.1	1
ENSG00000078403	0.1	1
ENSG00000078487	0.1	1
ENSG00000078549	0.1	1
ENSG00000078579	0.1	1
ENSG00000078589	0.1	1
ENSG00000078596	0.1	1
ENSG00000078618	0.1	1
ENSG00000078668	0.1	1
ENSG00000078674	0.1	1
ENSG00000078687	0.1	1
ENSG00000078699	0.1	1
ENSG00000078725	0.1	1
ENSG00000078747	0.1	1
ENSG00000078795	0.1	1
ENSG00000078804	0.1	1
ENSG00000078808	0.1	1
ENSG00000078814	0.1	1
ENSG00000078898	0.1	1
ENSG00000078900	0.1	1
ENSG00000078902	0.1	1
ENSG00000078967	0.1	1
ENSG00000079101	0.1	1
ENSG00000079102	0.1	1
ENSG00000079112	0.1	1
ENSG00000079134	0.1	1
ENSG00000079150	0.1	1
ENSG00000079156	0.1	1
ENSG00000079246	0.1	1
ENSG00000079257	0.1	1
ENSG00000079277	0.1	1
ENSG00000079313	0.1	1
ENSG00000079332	0.1	1
ENSG00000079335	0.1	1
ENSG00000079337	0.1	1
ENSG00000079385	0.1	1
ENSG00000079387	0.1	1
ENSG00000079393	0.1	1
ENSG00000079432	0.1	1
ENSG00000079435	0.1	1
ENSG00000079459	0.1	1
ENSG00000079462	0.1	1
ENSG00000079482	0.1	1
ENSG00000079557	0.1	1
ENSG00000079616	0.1	1
ENSG00000079689	0.1	1
ENSG00000079785	0.1	1
ENSG00000079805	0.1	1
ENSG00000079819	0.1	1
ENSG00000079841	0.1	1
ENSG00000079931	0.1	1
ENSG00000079950	0.1	1
ENSG00000079999	0.1	1
ENSG00000080007	0.1	1
ENSG00000080031	0.1	1
ENSG00000080166	0.1	1
ENSG00000080189	0.1	1
ENSG00000080200	0.1	1
ENSG00000080224	0.1	1
ENSG00000080293	0.1	1
ENSG00000080298	0.1	1
ENSG00000080345	0.1	1
ENSG00000080371	0.1	1
ENSG00000080503	0.1	1
ENSG00000080511	0.1	1
