gene_id	log2FC	pvalue
ENSG00000255496	1.076930992	4.06E-08
ENSG00000106245	1.525464977	2.10E-15
ENSG00000156042	2.601231715	3.97E-10
ENSG00000110455	-2.095352388	1.75E-06
ENSG00000099875	1.775729503	7.79E-13
ENSG00000133895	1.262533164	2.27E-06
ENSG00000172771	5.053259895	2.49E-16
ENSG00000108932	-2.371808526	7.81E-13
ENSG00000165507	1.752881015	0.001803126
ENSG00000119403	-1.286934342	2.03E-12
ENSG00000124198	-1.52931738	1.84E-22
ENSG00000167693	-1.339982898	5.50E-07
ENSG00000108523	1.323162269	3.97E-07
ENSG00000079263	-1.117402224	0.000336409
ENSG00000155428	1.473831035	0.000825276
ENSG00000166343	-2.175641198	1.23E-06
ENSG00000226632	-2.241321661	0.001170409
ENSG00000123609	-2.804908321	5.00E-13
ENSG00000260213	4.047351504	6.54E-10
ENSG00000114268	1.276247515	5.71E-07
ENSG00000162076	-1.125395466	0.0001913
ENSG00000143195	1.454241194	1.64E-14
ENSG00000184357	-1.629960667	9.21E-11
ENSG00000134698	-2.883181214	4.04E-28
ENSG00000171100	-1.695515328	1.11E-17
ENSG00000254726	1.142927603	0.001506919
ENSG00000072401	2.041052291	5.26E-21
ENSG00000179532	1.511453347	2.65E-07
ENSG00000110074	1.032079544	0.000645228
ENSG00000177363	3.966412489	5.24E-07
ENSG00000176105	-1.175837115	1.02E-08
ENSG00000083444	2.049947249	1.40E-27
ENSG00000254363	-2.560600441	0.000177706
ENSG00000175040	1.774032367	1.81E-05
ENSG00000258529	-1.526900565	2.47E-05
ENSG00000239636	2.469359854	0.001541143
ENSG00000166987	1.098800536	4.07E-05
ENSG00000251562	1.293524572	1.33E-11
ENSG00000179922	-2.280147316	0.000794851
ENSG00000104804	3.440040857	6.66E-06
ENSG00000083223	1.037438996	4.49E-10
ENSG00000099999	-1.31239825	0.000448902
ENSG00000157184	-2.14011784	6.60E-16
ENSG00000185418	-1.215213342	1.09E-07
ENSG00000008441	-1.910046256	1.41E-20
ENSG00000275379	-1.451015603	2.18E-15
ENSG00000240591	1.961293415	0.000813469
ENSG00000106771	-2.428125368	1.51E-52
ENSG00000157193	-3.043444507	1.01E-34
ENSG00000047346	1.129588158	4.10E-07
ENSG00000160336	1.10094043	3.41E-09
ENSG00000249850	1.067300752	0.000775858
ENSG00000230696	-2.447889142	2.59E-22
ENSG00000108784	-1.796895392	1.01E-07
ENSG00000257576	2.54813845	8.41E-25
ENSG00000275126	-1.070851014	6.61E-09
ENSG00000136908	1.0202815	6.93E-06
ENSG00000259460	2.634965641	0.000844882
ENSG00000206828	-4.6926766	1.04E-12
ENSG00000155066	5.474379987	9.81E-08
ENSG00000276107	1.497241297	3.46E-06
ENSG00000278705	-1.359185593	6.49E-07
ENSG00000169031	-2.269885462	3.96E-08
ENSG00000109062	1.502616076	6.33E-13
ENSG00000241852	-1.152096425	0.000448211
ENSG00000143457	1.106822244	1.39E-09
ENSG00000177888	-1.135466629	0.00010927
ENSG00000274267	-1.716886516	3.89E-19
ENSG00000169627	1.137230168	9.18E-06
ENSG00000105875	-1.097326438	9.92E-05
ENSG00000206652	-1.024267187	3.65E-05
ENSG00000274828	2.148791991	0.000270376
ENSG00000150455	-1.924388	1.18E-05
ENSG00000196214	-1.478720124	1.87E-11
ENSG00000278463	-1.216453842	1.08E-10
ENSG00000174446	1.020868015	1.38E-06
ENSG00000100056	1.527138959	2.74E-12
ENSG00000213244	-1.155256463	7.53E-05
ENSG00000266709	2.085786118	1.86E-08
ENSG00000240015	-3.23358331	0.000960011
ENSG00000163820	-2.244908606	1.57E-34
ENSG00000197580	3.469208491	1.19E-10
ENSG00000213551	2.862239783	6.42E-10
ENSG00000178977	1.527585755	4.06E-09
ENSG00000166167	-1.007290349	2.51E-08
ENSG00000143578	2.520679719	1.78E-09
ENSG00000182919	-1.445262116	8.38E-07
ENSG00000176809	-1.159520606	7.07E-12
ENSG00000175564	1.213940051	0.000108914
ENSG00000280433	-2.054535405	1.84E-14
ENSG00000162971	-1.236740188	9.98E-09
ENSG00000268575	1.034350012	6.87E-08
ENSG00000183671	-2.808698373	3.59E-20
ENSG00000162441	1.478115889	1.18E-09
ENSG00000131495	1.844349066	2.96E-11
ENSG00000157315	1.613247824	0.002339363
ENSG00000224016	-2.829110919	7.73E-08
ENSG00000151116	-2.840633777	2.05E-33
ENSG00000267552	2.751800871	1.84E-06
ENSG00000198034	1.0038641	0.000345854
ENSG00000111642	-1.004573738	5.30E-09
ENSG00000167103	2.201698669	9.36E-07
ENSG00000206596	-1.301638123	1.29E-05
ENSG00000235863	3.687806002	1.60E-05
ENSG00000198182	1.438441751	0.000138414
ENSG00000243646	-2.221506298	1.30E-15
ENSG00000128228	1.495171101	0.000292272
ENSG00000100321	-1.32239223	0.001179088
ENSG00000250731	1.69432116	0.000680222
ENSG00000158411	2.389426633	2.03E-30
ENSG00000084764	-3.089106615	9.14E-10
ENSG00000267858	1.190123634	6.61E-05
ENSG00000183010	1.644231135	1.07E-06
ENSG00000197429	-2.043479996	7.75E-14
ENSG00000040933	-1.346753529	5.60E-13
ENSG00000150768	-1.37417762	2.20E-12
ENSG00000251307	-1.706404597	5.16E-06
ENSG00000166012	-1.186705307	4.32E-12
ENSG00000158122	-1.334454838	2.07E-07
ENSG00000155254	-1.306031784	3.15E-06
ENSG00000136811	-1.519128492	1.80E-12
ENSG00000115129	-1.171051587	7.29E-06
ENSG00000124496	-1.328128466	2.48E-08
ENSG00000123358	1.182093019	3.84E-05
ENSG00000197312	-1.062638743	3.71E-09
ENSG00000203872	-2.482476635	3.75E-06
ENSG00000112200	-1.210717691	1.34E-07
ENSG00000129911	-1.290788426	1.70E-07
ENSG00000100479	-1.044531108	1.88E-07
ENSG00000114739	-1.852583709	1.82E-13
ENSG00000164532	-1.445007809	6.75E-05
ENSG00000132405	-1.204917478	1.79E-14
ENSG00000196189	3.50874827	9.50E-11
ENSG00000259001	1.523211913	8.73E-08
ENSG00000268583	2.720022925	1.61E-09
ENSG00000105701	1.027348309	1.35E-05
ENSG00000146112	1.388014314	4.05E-18
ENSG00000084636	-1.064001711	0.000825092
ENSG00000206634	1.57189659	0.000319388
ENSG00000267072	1.282476884	0.000753271
ENSG00000103707	-2.122392825	4.84E-26
ENSG00000152527	-1.095866115	0.000179739
ENSG00000168813	-1.049045025	3.32E-07
ENSG00000201793	1.453441386	0.001778628
ENSG00000206561	-1.209250096	5.24E-05
ENSG00000180667	-1.433103642	1.89E-07
ENSG00000156469	-1.035003263	2.06E-07
ENSG00000174226	4.73942949	2.27E-08
ENSG00000165264	1.131776511	4.77E-11
ENSG00000245970	2.948266797	6.19E-05
ENSG00000278311	-1.584838281	2.11E-16
ENSG00000206588	-1.300289181	1.31E-05
ENSG00000125505	2.548014623	5.76E-33
ENSG00000124313	-1.128970588	4.28E-05
ENSG00000129480	-1.148312754	6.66E-05
ENSG00000155850	-2.135917683	2.96E-19
ENSG00000103160	-2.788703054	2.02E-17
ENSG00000255893	-1.70766466	0.00135675
ENSG00000163322	-2.424613984	3.66E-17
ENSG00000074582	1.159878791	0.001855403
ENSG00000147872	1.802315641	0.001728154
ENSG00000166598	1.311832158	7.55E-17
ENSG00000137501	-2.71922384	3.05E-37
ENSG00000167608	4.131944155	1.22E-08
ENSG00000269547	-1.41212863	1.46E-05
ENSG00000130724	1.144493015	0.001816014
ENSG00000201183	-2.631547653	0.000805062
ENSG00000169239	-2.759954843	9.93E-30
ENSG00000198908	1.539999658	1.04E-09
ENSG00000169660	-1.601907338	0.001243468
ENSG00000159556	1.461075819	0.000165998
ENSG00000198835	1.925204066	0.001486008
ENSG00000163703	2.390699928	4.14E-15
ENSG00000089876	-3.858112998	2.34E-42
ENSG00000119630	4.595246459	1.44E-35
ENSG00000189060	-2.454916532	7.88E-23
ENSG00000274627	-1.293912207	0.001384812
ENSG00000254602	-1.144611456	3.30E-07
ENSG00000269894	1.734483676	0.001334245
ENSG00000178074	2.306226562	1.69E-15
ENSG00000188766	1.984735598	2.18E-12
ENSG00000232838	-1.199325555	2.93E-06
ENSG00000135776	-1.535236041	1.89E-10
ENSG00000156398	-2.507094856	1.21E-26
ENSG00000186409	1.14219565	5.19E-05
ENSG00000103021	-2.174668276	6.65E-09
ENSG00000124523	-1.217051299	3.58E-05
ENSG00000083093	-2.145711906	1.25E-28
ENSG00000259456	2.188305348	1.40E-05
ENSG00000182749	-1.931557309	4.90E-09
ENSG00000114999	-1.079287571	5.42E-10
ENSG00000225806	-1.30082064	0.000415831
ENSG00000009780	-3.363962292	2.28E-42
ENSG00000277370	-1.017584293	0.002436997
ENSG00000165555	2.249657124	4.63E-07
ENSG00000139880	1.347722253	0.001690332
ENSG00000143303	1.175968821	0.000296921
ENSG00000224505	-1.631451015	2.66E-08
ENSG00000226824	-2.662692442	2.08E-27
ENSG00000254295	-2.447916624	0.000482904
ENSG00000072571	-1.222793438	1.06E-11
ENSG00000075188	-1.118038329	3.43E-10
ENSG00000082014	1.521696542	5.41E-05
ENSG00000275784	1.238291544	0.000113188
ENSG00000253738	1.262583143	1.81E-08
ENSG00000113811	1.032247564	4.28E-06
ENSG00000180891	-3.937441938	1.77E-62
ENSG00000173020	1.033813051	1.93E-05
ENSG00000143258	1.032963043	2.58E-05
ENSG00000188846	1.081048723	4.65E-08
ENSG00000275180	-1.262361121	9.40E-06
ENSG00000170270	1.637300915	7.51E-12
ENSG00000175416	1.201341069	4.01E-10
ENSG00000213693	1.315934681	0.001843652
ENSG00000157510	-3.88982671	2.81E-49
ENSG00000205662	-1.020956378	1.70E-07
ENSG00000120314	1.114717618	4.11E-08
ENSG00000125841	-1.144954809	0.00025418
ENSG00000108312	1.459129541	1.52E-10
ENSG00000276728	1.786102623	2.16E-10
ENSG00000186162	1.335715974	5.21E-12
ENSG00000171931	2.34625889	8.74E-06
ENSG00000143942	1.232513092	9.22E-09
ENSG00000004660	-2.549559057	7.23E-14
ENSG00000166340	1.454001105	2.24E-10
ENSG00000166337	1.536709348	4.01E-07
ENSG00000222365	-2.2289699	0.000108064
ENSG00000212304	-1.071813769	0.001416173
ENSG00000209042	-1.939077914	0.000103306
ENSG00000164403	1.207308305	9.46E-05
ENSG00000186469	-1.774332974	0.001062443
ENSG00000154102	-2.98087343	1.30E-11
ENSG00000146063	1.116030774	6.35E-07
ENSG00000145050	1.421514927	2.63E-14
ENSG00000232233	2.295238721	0.001099928
ENSG00000230833	-3.936351129	0.000407248
ENSG00000175984	-1.541593446	3.14E-10
ENSG00000260000	-1.536236751	0.000264196
ENSG00000154153	-2.091993182	6.77E-21
ENSG00000220785	2.230662439	0.000590966
ENSG00000207205	-3.179356469	1.30E-27
ENSG00000230366	1.471149776	0.00181278
ENSG00000172006	-1.857835191	9.83E-05
ENSG00000275072	-1.241753302	0.000319404
ENSG00000140367	-1.864221559	1.22E-17
ENSG00000187189	1.446469214	3.23E-14
ENSG00000279500	-1.417598501	0.000327
ENSG00000187824	-1.632928659	0.001738531
ENSG00000137842	-1.632868252	3.49E-14
ENSG00000143390	-1.266635936	6.03E-05
ENSG00000267767	-1.968704937	0.000183967
ENSG00000275764	-1.320686221	0.002169404
ENSG00000111801	1.147800149	0.000497454
ENSG00000175352	-1.002132574	6.45E-05
ENSG00000277027	1.362792641	4.95E-06
ENSG00000164221	-1.255557715	2.73E-09
ENSG00000163577	-1.371723823	2.97E-09
ENSG00000223203	1.584826854	0.001767001
ENSG00000263426	2.865103679	0.001311392
ENSG00000225217	9.906224651	1.34E-22
ENSG00000182896	7.422999487	2.89E-06
ENSG00000168334	7.392880561	1.10E-05
ENSG00000146453	7.193252528	1.87E-22
ENSG00000282572	7.013054854	3.39E-07
ENSG00000261441	6.889310009	2.41E-05
ENSG00000105668	6.203428686	1.68E-11
ENSG00000175147	6.174934757	2.38E-05
ENSG00000241163	6.167845281	5.57E-66
ENSG00000139343	5.811678449	3.78E-60
ENSG00000117598	5.766737815	2.24E-50
ENSG00000214694	5.618739912	4.32E-20
ENSG00000184368	5.607000029	8.17E-32
ENSG00000187049	5.513213233	6.62E-07
ENSG00000249849	5.334273806	9.94E-13
ENSG00000213946	5.225906669	2.26E-07
ENSG00000279145	5.092371199	3.72E-22
ENSG00000233930	5.049398977	9.57E-08
ENSG00000173567	4.954490204	3.58E-13
ENSG00000247828	4.946123015	9.49E-33
ENSG00000261889	4.860560751	2.40E-09
ENSG00000167904	4.79925902	1.49E-29
ENSG00000258777	4.75212236	5.57E-12
ENSG00000261087	4.636028433	8.28E-09
ENSG00000266313	4.575674228	1.96E-05
ENSG00000139044	4.431111289	1.49E-06
ENSG00000162972	4.420243965	4.27E-50
ENSG00000261616	4.363354702	7.07E-14
ENSG00000164406	4.328320858	1.03E-14
ENSG00000151364	4.316035228	2.52E-05
ENSG00000168679	4.279905342	5.52E-19
ENSG00000249693	4.257178119	2.04E-42
ENSG00000257403	4.225079909	1.19E-08
ENSG00000226149	4.210341326	2.16E-22
ENSG00000280367	4.190797977	7.30E-23
ENSG00000262521	4.130956098	0.001135677
ENSG00000232934	4.06275661	3.21E-05
ENSG00000236754	4.047851203	4.41E-13
ENSG00000233461	4.03567611	1.31E-26
ENSG00000276649	4.002120153	7.54E-12
ENSG00000119328	3.968407988	1.37E-27
ENSG00000270361	3.945708574	2.60E-06
ENSG00000224658	3.939202137	8.40E-13
ENSG00000151929	3.929822192	2.53E-127
ENSG00000233671	3.881775546	0.000293825
ENSG00000176386	3.853033747	6.49E-15
ENSG00000267379	3.830153964	0.00025461
ENSG00000164776	3.791311882	1.03E-24
ENSG00000106211	3.714268602	5.08E-37
ENSG00000120694	3.69653886	5.89E-124
ENSG00000167525	3.690928637	4.42E-08
ENSG00000197756	3.556334851	4.09E-15
ENSG00000115380	3.528873738	2.23E-49
ENSG00000247151	3.48863922	2.64E-11
ENSG00000223652	3.467450611	3.12E-10
ENSG00000172757	3.463169761	2.69E-09
ENSG00000117707	3.443599974	1.20E-18
ENSG00000260578	3.438079366	6.45E-10
ENSG00000160325	3.434946341	1.13E-32
ENSG00000101888	3.415639137	8.25E-36
ENSG00000139438	3.405677508	9.56E-38
ENSG00000230989	3.395642292	8.17E-13
ENSG00000120885	3.392625546	9.14E-51
ENSG00000242622	3.388434013	8.51E-21
ENSG00000176714	3.38817243	1.49E-10
ENSG00000185880	3.375389432	3.85E-08
ENSG00000149212	3.356365817	2.40E-24
ENSG00000246560	3.354029322	9.42E-29
ENSG00000236060	3.305616094	1.80E-22
ENSG00000270011	3.300699584	3.03E-19
ENSG00000248599	3.29723937	3.27E-14
ENSG00000239445	3.289060899	6.82E-08
ENSG00000138326	3.252734019	4.48E-26
ENSG00000184857	3.229334446	5.35E-05
ENSG00000228395	3.221767193	7.32E-15
ENSG00000085465	3.194802263	0.00025039
ENSG00000213608	3.189631074	5.11E-05
ENSG00000085514	3.172627277	3.81E-07
ENSG00000164070	3.163623917	1.83E-61
ENSG00000265345	3.162952489	7.66E-05
ENSG00000161912	3.145701803	3.58E-09
ENSG00000272173	3.139607597	5.27E-06
ENSG00000158201	3.138401723	6.59E-82
ENSG00000266677	3.113755416	7.53E-11
ENSG00000186364	3.107459328	1.45E-06
ENSG00000183508	3.095441154	5.74E-09
ENSG00000234290	3.074638372	6.34E-05
ENSG00000258959	3.030600956	9.79E-08
ENSG00000203814	3.012147467	7.06E-06
ENSG00000091831	3.009612364	2.63E-18
ENSG00000118514	3.00739838	8.38E-09
ENSG00000169402	2.98377548	6.10E-09
ENSG00000254180	2.97894709	1.42E-09
ENSG00000168273	2.978331072	5.59E-26
ENSG00000202337	2.97725002	1.48E-10
ENSG00000171786	2.967297419	5.81E-05
ENSG00000169684	2.955270274	1.50E-46
ENSG00000177283	2.952578569	1.78E-08
ENSG00000133773	2.940533476	1.82E-06
ENSG00000144214	2.938690754	5.22E-19
ENSG00000245748	2.936902572	0.001886334
ENSG00000122035	2.922969843	3.09E-05
ENSG00000260231	2.894728873	7.44E-05
ENSG00000240929	2.886232842	0.000924209
ENSG00000137960	2.884535522	1.07E-15
ENSG00000164168	2.87979069	3.01E-10
ENSG00000198130	2.851707027	4.80E-69
ENSG00000249085	2.844509913	9.42E-07
ENSG00000144381	2.842861822	2.77E-90
ENSG00000187678	2.840972114	9.55E-06
ENSG00000229739	2.81572278	6.38E-10
ENSG00000115850	2.815599987	6.97E-05
ENSG00000163344	2.814593018	8.87E-19
ENSG00000170091	2.790382655	3.34E-05
ENSG00000246225	2.761782079	9.65E-07
ENSG00000228522	2.7383829	1.61E-05
ENSG00000257542	2.7308588	1.22E-07
ENSG00000147174	2.712432676	2.29E-23
ENSG00000233069	2.706138582	0.000388812
ENSG00000272910	2.700008024	0.000295692
ENSG00000112599	2.694581216	1.40E-08
ENSG00000259687	2.688827522	0.00094946
ENSG00000197140	2.687510097	3.36E-26
ENSG00000102543	2.68518986	3.11E-19
ENSG00000225921	2.682138485	3.44E-37
ENSG00000155026	2.677444869	4.22E-08
ENSG00000170946	2.676926385	2.92E-47
ENSG00000164675	2.658747931	0.000309228
ENSG00000259663	2.650464883	7.94E-13
ENSG00000215895	2.647292997	1.15E-14
ENSG00000120875	2.646982974	7.60E-09
ENSG00000172738	2.640206638	0.000111764
ENSG00000102897	2.638868201	2.57E-26
ENSG00000236814	2.634709472	0.001962279
ENSG00000248150	2.631380749	0.000351789
ENSG00000275674	2.628925712	3.02E-07
ENSG00000119938	2.625233157	4.27E-17
ENSG00000116741	2.617699993	2.30E-38
ENSG00000232077	2.615844401	3.24E-08
ENSG00000130940	2.60603761	1.71E-19
ENSG00000073605	2.598451216	1.67E-14
ENSG00000230817	2.593501675	4.91E-07
ENSG00000166268	2.581222116	8.46E-09
ENSG00000233822	2.580532826	1.60E-12
ENSG00000172426	2.574120092	8.06E-05
ENSG00000262362	2.572666186	0.001561634
ENSG00000270558	2.564963932	3.32E-05
ENSG00000167280	2.563693494	1.12E-23
ENSG00000234322	2.560466937	4.73E-05
ENSG00000258999	2.560014911	5.15E-07
ENSG00000229204	2.552887959	2.45E-12
ENSG00000269439	2.545678424	7.95E-17
ENSG00000104691	2.544192164	5.18E-21
ENSG00000235823	2.543901005	5.53E-13
ENSG00000200312	2.543481624	7.14E-07
ENSG00000267871	2.537356914	3.61E-10
ENSG00000127124	2.533460835	1.71E-27
ENSG00000265750	2.53118537	3.70E-11
ENSG00000101470	2.527094126	0.000667656
ENSG00000273038	2.524467556	0.001852882
ENSG00000116161	2.508034924	1.44E-41
ENSG00000267711	2.505302776	1.38E-06
ENSG00000226913	2.504354779	0.001566366
ENSG00000115540	2.503742991	5.23E-24
ENSG00000197635	2.493501863	8.57E-27
ENSG00000238273	2.490175547	3.47E-06
ENSG00000129646	2.489187837	9.34E-10
ENSG00000257773	2.483637828	0.001511785
ENSG00000144401	2.477845579	1.59E-21
ENSG00000231416	2.476950641	4.35E-06
ENSG00000261457	2.476391854	0.000209368
ENSG00000273237	2.470818066	0.001331893
ENSG00000274333	2.470123524	7.62E-26
ENSG00000138315	2.465287754	0.000463182
ENSG00000197734	2.462479956	5.03E-05
ENSG00000219607	2.4621884	1.22E-07
ENSG00000226329	2.458036024	6.49E-05
ENSG00000179046	2.456921965	1.45E-19
ENSG00000228742	2.441884811	3.35E-08
ENSG00000134042	2.439693589	0.002176991
ENSG00000279207	2.438751188	0.000105619
ENSG00000139908	2.43711344	0.000681089
ENSG00000177855	2.436966238	5.79E-10
ENSG00000140830	2.430419453	1.67E-08
ENSG00000120833	2.422268567	0.000824569
ENSG00000255234	2.414360772	1.67E-10
ENSG00000185088	2.41384189	1.38E-13
ENSG00000198959	2.412676762	0.000264377
ENSG00000277363	2.412663346	1.34E-05
ENSG00000119508	2.408653131	1.69E-14
ENSG00000183283	2.404702407	2.13E-13
ENSG00000182912	2.396108129	7.36E-13
ENSG00000138769	2.373652033	8.06E-06
ENSG00000100060	2.366685114	0.001887184
ENSG00000213430	2.346952562	3.98E-22
ENSG00000075826	2.333880379	8.10E-16
ENSG00000171823	2.330603304	1.94E-05
ENSG00000166441	2.321674649	1.13E-14
ENSG00000146233	2.321026466	1.66E-22
ENSG00000253736	2.320140442	5.99E-09
ENSG00000245552	2.318686985	4.39E-05
ENSG00000132952	2.302820137	6.14E-52
ENSG00000099822	2.300503925	4.62E-05
ENSG00000254109	2.299916758	0.00050505
ENSG00000267064	2.291055101	1.59E-06
ENSG00000205763	2.286732698	2.57E-31
ENSG00000279955	2.269151529	0.000183784
ENSG00000246350	2.260975709	5.63E-09
ENSG00000267390	2.260885693	0.001716482
ENSG00000187753	2.26020915	0.000751059
ENSG00000246067	2.259491371	6.39E-19
ENSG00000221869	2.255857167	7.22E-14
ENSG00000278198	2.251560847	4.65E-05
ENSG00000110172	2.250334028	5.95E-49
ENSG00000214293	2.241233604	2.22E-15
ENSG00000166016	2.240267605	8.77E-46
ENSG00000185338	2.239934971	0.001100572
ENSG00000090776	2.239312303	1.50E-11
ENSG00000135127	2.236767896	6.75E-19
ENSG00000115738	2.235106852	3.82E-10
ENSG00000179965	2.231084522	1.10E-11
ENSG00000173261	2.227628272	6.12E-09
ENSG00000245213	2.224478278	6.02E-08
ENSG00000227741	2.222727283	1.42E-05
ENSG00000234232	2.220774949	3.37E-22
ENSG00000126778	2.220563731	2.72E-22
ENSG00000112139	2.216451572	2.39E-08
ENSG00000201315	2.215100957	1.16E-07
ENSG00000139187	2.214737017	0.000113931
ENSG00000180447	2.213956369	0.001670105
ENSG00000234127	2.21150076	2.57E-49
ENSG00000182632	2.205774672	6.58E-10
ENSG00000175322	2.19958027	2.05E-21
ENSG00000231434	2.192729962	3.25E-20
ENSG00000079215	2.191925085	6.29E-38
ENSG00000241679	2.173873547	0.000356548
ENSG00000125384	2.173373875	1.56E-12
ENSG00000222522	2.169076082	0.001235974
ENSG00000153531	2.163641348	5.39E-05
ENSG00000250746	2.16060763	1.12E-14
ENSG00000074842	2.160385956	6.45E-20
ENSG00000113739	2.155569671	1.10E-06
ENSG00000200488	2.151992488	5.68E-07
ENSG00000162783	2.139867242	6.84E-28
ENSG00000234028	2.13973142	0.000393005
ENSG00000163132	2.138595392	6.88E-25
ENSG00000090273	2.123527365	3.00E-39
ENSG00000166228	2.123438897	9.00E-11
ENSG00000248559	2.122751275	3.59E-05
ENSG00000011132	2.119399394	8.61E-08
ENSG00000175061	2.118838347	2.69E-19
ENSG00000181016	2.115415218	5.31E-11
ENSG00000267316	2.115360785	0.002284726
ENSG00000044574	2.107512709	1.74E-29
ENSG00000157240	2.095225123	4.83E-07
ENSG00000117242	2.092765327	4.56E-09
ENSG00000240770	2.092066933	0.002314444
ENSG00000162878	2.091446613	4.55E-10
ENSG00000188613	2.088178664	3.52E-06
ENSG00000246090	2.086483784	0.000107393
ENSG00000180730	2.083500963	1.63E-14
ENSG00000168386	2.076539421	2.62E-06
ENSG00000134297	2.064696517	2.74E-15
ENSG00000276727	2.061271032	0.000610552
ENSG00000171476	2.042125649	8.91E-09
ENSG00000201428	2.023281185	4.97E-15
ENSG00000036448	2.014973229	1.25E-11
ENSG00000061455	2.014364406	4.60E-27
ENSG00000132016	2.012691287	0.000373649
ENSG00000150594	2.008582926	4.07E-07
ENSG00000283566	2.002935338	2.67E-10
ENSG00000230074	2.001917137	1.30E-07
ENSG00000178852	1.997581194	1.91E-13
ENSG00000226029	1.996983808	1.39E-09
ENSG00000182021	1.990156391	7.71E-05
ENSG00000117262	1.988622324	6.12E-33
ENSG00000145331	1.988445629	8.92E-05
ENSG00000164542	1.98762587	4.30E-17
ENSG00000187601	1.98469315	5.35E-05
ENSG00000095637	1.983562124	6.91E-15
ENSG00000064225	1.981336515	2.56E-16
ENSG00000233230	1.980410976	7.79E-05
ENSG00000071082	1.979772921	3.03E-20
ENSG00000087494	1.9791322	5.70E-07
ENSG00000117519	1.978061957	3.62E-21
ENSG00000228265	1.974369079	3.41E-05
ENSG00000176134	1.96891425	7.82E-05
ENSG00000280721	1.968762151	8.25E-06
ENSG00000154122	1.948756073	1.03E-30
ENSG00000142168	1.937221164	1.52E-33
ENSG00000102996	1.933538117	3.91E-06
ENSG00000133119	1.931546978	1.98E-10
ENSG00000186416	1.913320329	9.33E-26
ENSG00000034152	1.909063629	3.37E-12
ENSG00000185838	1.908070861	6.81E-18
ENSG00000164949	1.896321109	1.79E-15
ENSG00000164309	1.89287887	0.000202631
ENSG00000234176	1.885714789	0.000315278
ENSG00000261051	1.874347691	5.86E-12
ENSG00000141854	1.863763322	0.000265114
ENSG00000136960	1.862639194	0.001116106
ENSG00000244513	1.857273159	0.000397302
ENSG00000204220	1.853901185	0.000111873
ENSG00000010165	1.853644289	1.31E-10
ENSG00000156482	1.850714666	1.27E-12
ENSG00000149196	1.836969294	2.14E-20
ENSG00000100591	1.834629082	9.51E-25
ENSG00000261239	1.826045095	0.000605408
ENSG00000224687	1.822864069	3.29E-05
ENSG00000183199	1.817158937	1.88E-12
ENSG00000261341	1.81406448	0.001482509
ENSG00000269386	1.813175055	2.74E-06
ENSG00000259683	1.81316761	0.000240085
ENSG00000012660	1.810147362	1.49E-31
ENSG00000100625	1.80999699	1.16E-15
ENSG00000131019	1.801059739	1.93E-11
ENSG00000280417	1.79804942	0.000340653
ENSG00000243389	1.79536192	0.000329932
ENSG00000166922	1.791540055	1.16E-08
ENSG00000244055	1.790410457	1.38E-05
ENSG00000203965	1.790298182	4.52E-19
ENSG00000187098	1.785166717	6.72E-16
ENSG00000227082	1.778808827	0.000129941
ENSG00000109771	1.774251184	0.000462692
ENSG00000272335	1.769007505	1.06E-08
ENSG00000123700	1.763474923	1.43E-08
ENSG00000095739	1.758429748	1.87E-10
ENSG00000189046	1.757888651	0.000785254
ENSG00000112335	1.756498699	6.92E-28
ENSG00000256249	1.75566317	0.000272902
ENSG00000179331	1.750838035	7.08E-25
ENSG00000069011	1.750353347	2.93E-15
ENSG00000176170	1.746577311	1.11E-07
ENSG00000253948	1.745109366	7.11E-13
ENSG00000163026	1.743426751	5.73E-19
ENSG00000244128	1.742787785	4.44E-20
ENSG00000136267	1.741669285	2.24E-08
ENSG00000254612	1.739370142	5.69E-06
ENSG00000174749	1.731986433	5.89E-11
ENSG00000204852	1.731391619	9.41E-10
ENSG00000255874	1.726068939	0.001403437
ENSG00000152939	1.724637953	2.81E-06
ENSG00000249087	1.723598464	2.79E-07
ENSG00000123080	1.721530067	3.09E-15
ENSG00000150991	1.716649927	2.26E-20
ENSG00000178096	1.716438743	0.000646235
ENSG00000261251	1.713100616	0.000115821
ENSG00000086061	1.711344598	2.49E-22
ENSG00000234817	1.707707502	3.07E-06
ENSG00000226763	1.706006094	6.41E-09
ENSG00000155011	1.705786345	1.92E-07
ENSG00000153187	1.705520897	2.69E-21
ENSG00000273010	1.704125715	0.000864909
ENSG00000016082	1.703703881	9.46E-11
ENSG00000262358	1.703273436	0.002394393
ENSG00000170502	1.702438463	4.28E-17
ENSG00000130766	1.700542701	8.73E-14
ENSG00000178917	1.698065956	9.98E-20
ENSG00000269946	1.69486241	2.79E-10
ENSG00000174007	1.693268609	0.000583179
ENSG00000272831	1.688495532	7.61E-06
ENSG00000127325	1.681918111	3.14E-06
ENSG00000142192	1.677330622	1.02E-28
ENSG00000081181	1.674627471	3.63E-08
ENSG00000124225	1.660723308	1.32E-10
ENSG00000228544	1.659331287	2.44E-05
ENSG00000215146	1.657025799	6.47E-14
ENSG00000114902	1.646523452	1.09E-10
ENSG00000101844	1.642617849	5.30E-17
ENSG00000162734	1.639066917	1.66E-26
ENSG00000160908	1.636446406	2.41E-17
ENSG00000188483	1.628435256	3.59E-10
ENSG00000163472	1.620537235	5.25E-07
ENSG00000061918	1.619954981	0.000561619
ENSG00000160199	1.616942947	5.09E-12
ENSG00000280594	1.615120651	0.000903067
